ssvid,year,shipname,callsign,imo,gfw_best_flag,best_vessel_class,prod_shiptype,prod_geartype
100000666,2024,SUQIYU12008-83-44%,NA,NA,NA,gear,gear,gear
100000666,2024,SUQIYU02596-54,78%,NA,NA,gear,gear,gear
100000666,2024,SUQIYU02596-54,NA,NA,NA,gear,gear,gear
100000666,2024,100000666         6V,NA,NA,NA,gear,gear,gear
100000666,2024,100000666         9V,NA,NA,NA,gear,gear,gear
100000666,2024,SGY02035-1-80%,NA,NA,NA,gear,gear,gear
100000666,2024,LZ60778-01-89%,91%,NA,NA,gear,gear,gear
100000666,2024,1,1234567,NA,NA,gear,gear,gear
100000666,2024,LZ60778-01-82%,82%,NA,NA,gear,gear,gear
100000666,2024,SUQIYU12008-83-54%,NA,NA,NA,gear,gear,gear
100000666,2024,1,NA,NA,NA,gear,gear,gear
100000666,2024,LZ60778-01-92%,92%,NA,NA,gear,gear,gear
100000666,2024,NA,NA,NA,NA,gear,gear,gear
100000666,2024,ZHEDAIYU06008-04,NA,NA,NA,gear,gear,gear
100000666,2024,SGY02035-1-68%,NA,NA,NA,gear,gear,gear
100000666,2024,SUQIYU12008-83-65%,NA,NA,NA,gear,gear,gear
100000666,2024,SUQIYU12008-83-56%,NA,NA,NA,gear,gear,gear
100000666,2024,LZ60778-01-97%,97%,NA,NA,gear,gear,gear
100000666,2024,100000666         8V,NA,NA,NA,gear,gear,gear
100000666,2024,SGY02035-1-74%,NA,NA,NA,gear,gear,gear
100000666,2024,SUQIYU12008-83-73%,NA,NA,NA,gear,gear,gear
100000666,2024,LZ60778-01-77%,77%,NA,NA,gear,gear,gear
100111004,2023,33818-12-81%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-74%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-48%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-76%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-63%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-93%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-83%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-86%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-69%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-89%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-99%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-67%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-92%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-79%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-54%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-97%,NA,NA,NA,gear,gear,gear
100111004,2023,33818-12-57%,NA,NA,NA,gear,gear,gear
100305712,2024,-92%,NA,NA,NA,gear,gear,gear
100305712,2024,-96%,NA,NA,NA,gear,gear,gear
100305712,2024,-91%,NA,NA,NA,gear,gear,gear
100305712,2024,-82%,NA,NA,NA,gear,gear,gear
100305712,2024,-94%,NA,NA,NA,gear,gear,gear
100305712,2024,-79%,NA,NA,NA,gear,gear,gear
100305712,2024,-98%,NA,NA,NA,gear,gear,gear
100305712,2024,-86%,NA,NA,NA,gear,gear,gear
100305712,2024,-99%,NA,NA,NA,gear,gear,gear
100305712,2024,-78%,NA,NA,NA,gear,gear,gear
100305848,2024,-98%,NA,NA,NA,gear,gear,gear
100305848,2024,-78%,NA,NA,NA,gear,gear,gear
100305848,2024,-84%,NA,NA,NA,gear,gear,gear
100305848,2024,-88%,NA,NA,NA,gear,gear,gear
100305848,2024,-73%,NA,NA,NA,gear,gear,gear
100305848,2024,-91%,NA,NA,NA,gear,gear,gear
100305848,2024,-79%,NA,NA,NA,gear,gear,gear
100305848,2024,-74%,NA,NA,NA,gear,gear,gear
100305848,2024,-77%,NA,NA,NA,gear,gear,gear
100305848,2024,-83%,NA,NA,NA,gear,gear,gear
100902447,2023,1,NA,NA,NA,drifting_longlines,fishing,drifting_longlines
109050289,2023,GRP BUOY 18         ,BO12345,NA,NA,dredge_non_fishing,other,other
109050351,2023,GRP BUOY 21         ,BO12345,NA,NA,gear,gear,gear
111113357,2023,LHC22,NA,NA,NA,gear,gear,gear
111113361,2023,LH16,NA,NA,NA,gear,gear,gear
111113361,2023,LH16@@@@@@@@@@@@12V1,NA,NA,NA,gear,gear,gear
111113361,2023,LH16@@@@@@@@@@@@11V8,NA,NA,NA,gear,gear,gear
111113361,2023,LH16@@@@@@@@@@@@11V9,NA,NA,NA,gear,gear,gear
111113361,2023,LH16@@@@@@@@@@@@12V0,NA,NA,NA,gear,gear,gear
111113362,2022,LH17@@@@@@@@@@@@12V1,NA,NA,NA,gear,gear,gear
111113362,2022,LH17,NA,NA,NA,gear,gear,gear
111113362,2022,LH17@@@@@@@@@@@@12V3,NA,NA,NA,gear,gear,gear
111113362,2022,LH17@@@@@@@@@@@@12V2,NA,NA,NA,gear,gear,gear
111113362,2023,LH17@@@@@@@@@@@@11V1,NA,NA,NA,gear,gear,gear
111113362,2023,LH17@@@@@@@@@@@@12V1,NA,NA,NA,gear,gear,gear
111113362,2023,LH17,NA,NA,NA,gear,gear,gear
111264306,2023,111264306         9V,NA,NA,NA,gear,gear,gear
111264306,2023,111264306         2V,NA,NA,NA,gear,gear,gear
111264306,2023,111264306         5V,NA,NA,NA,gear,gear,gear
111264306,2023,111264306         8V,NA,NA,NA,gear,gear,gear
111264306,2023,111264306         1V,NA,NA,NA,gear,gear,gear
111264306,2023,111264306         3V,NA,NA,NA,gear,gear,gear
111264306,2023,111264306         4V,NA,NA,NA,gear,gear,gear
111264306,2023,111264306         6V,NA,NA,NA,gear,gear,gear
112079301,2024,HH112079301     13V2,NA,NA,NA,gear,gear,gear
112079301,2024,HH112079301     13V3,NA,NA,NA,gear,gear,gear
116800003,2023,9V,NA,NA,NA,gear,gear,gear
116800004,2023,9V,NA,NA,NA,gear,gear,gear
116800005,2023,9V,NA,NA,NA,gear,gear,gear
123000001,2024,1230-1-74%,NA,NA,NA,gear,gear,gear
123000001,2024,AIS 76%,NA,NA,NA,gear,gear,gear
123000001,2024,AKQJ1098-01       9V,NA,NA,NA,gear,gear,gear
123000001,2024,AIS   97%,NA,NA,NA,gear,gear,gear
123000001,2024,NA,NA,NA,NA,gear,gear,gear
123000001,2024,AIS 71%,NA,NA,NA,gear,gear,gear
123000001,2024,1230-1-71%,NA,NA,NA,gear,gear,gear
123000001,2024,1230-1-83%,NA,NA,NA,gear,gear,gear
123000001,2024,AIS 89%,NA,NA,NA,gear,gear,gear
123000001,2024,AKQJ1098-01       1V,NA,NA,NA,gear,gear,gear
123000001,2024,SHUN FENG-04,NA,NA,NA,gear,gear,gear
123000001,2024,1230-1-84%,NA,NA,NA,gear,gear,gear
123000001,2024,1230-1-72%,NA,NA,NA,gear,gear,gear
123000001,2024,AIS   99%,NA,NA,NA,gear,gear,gear
123000001,2024,1230-1-90%,NA,NA,NA,gear,gear,gear
123000001,2024,12300-1-89%,NA,NA,NA,gear,gear,gear
123000001,2024,1230-1-66%,NA,NA,NA,gear,gear,gear
123000001,2024,123-1-59%,NA,NA,NA,gear,gear,gear
123000001,2024,AIS   73%,NA,NA,NA,gear,gear,gear
123000001,2024,AKQJ1098-01       7V,NA,NA,NA,gear,gear,gear
123000001,2024,WANGBIAO123-01-99%,NA,NA,NA,gear,gear,gear
123000001,2024,AIS   98%,NA,NA,NA,gear,gear,gear
123000001,2024,AIS   90%,NA,NA,NA,gear,gear,gear
123000001,2024,1230-1-52%,NA,NA,NA,gear,gear,gear
123000001,2024,AIS 67%,NA,NA,NA,gear,gear,gear
123000001,2024,AIS 81%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-82%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-80%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-73%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-65%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-88%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-91%,NA,NA,NA,gear,gear,gear
129,2023,CC-03 2V,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-95%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-39%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-74%,NA,NA,NA,gear,gear,gear
129,2023,CC-03 9V,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-96%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-52%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-60%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-52%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-43%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-70%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-75%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-47%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-93%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-80%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-90%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-59%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-99%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-97%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-66%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-76%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-50%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-58%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-72%,NA,NA,NA,gear,gear,gear
129,2023,CC-03 1V,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-48%,NA,NA,NA,gear,gear,gear
129,2023,08899-01,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-43%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-79%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-53%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-21%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-45%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-56%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-89%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-98%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-61%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-73%,NA,NA,NA,gear,gear,gear
129,2023,CC-03 6V,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-78%,NA,NA,NA,gear,gear,gear
129,2023,31098,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-94%,NA,NA,NA,gear,gear,gear
129,2023,TAM29LNOI-E21-1-91%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-68%,NA,NA,NA,gear,gear,gear
129,2023,RONGTONG9-12-44%,NA,NA,NA,gear,gear,gear
129,2023,NA,NA,NA,NA,gear,gear,gear
161,2023,61 THINH LRUT_7859 U,NA,NA,NA,gear,gear,gear
161,2023,CC-04 1V,NA,NA,NA,gear,gear,gear
161,2023,CC-04 7V,NA,NA,NA,gear,gear,gear
161,2023,CC-04 9V,NA,NA,NA,gear,gear,gear
161,2023,CC-04 6V,NA,NA,NA,gear,gear,gear
161,2023,CC-04 3V,NA,NA,NA,gear,gear,gear
161,2023,CC-04 8V,NA,NA,NA,gear,gear,gear
166046297,2019,AIS NET MARK,NA,NA,NA,gear,gear,gear
166046662,2019,NA,NA,NA,NA,gear,gear,gear
166046662,2019,AIS NET MARK,NA,NA,NA,gear,gear,gear
166047317,2019,AIS NET MARK,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  11.8V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  11.6V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  11.7V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  10.7V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  11.5V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  11.2V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  10.9V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  10.6V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  11.3V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  10.8V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  11.0V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  11.9V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  11.4V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  12.0V,NA,NA,NA,gear,gear,gear
168800081,2019,BUOY-7  11.1V,NA,NA,NA,gear,gear,gear
168800081,2023,BUOY-7  11.9V,NA,NA,NA,gear,gear,gear
168800081,2023,BUOY-7  10.8V,NA,NA,NA,gear,gear,gear
168800081,2023,BUOY-7  12.0V,NA,NA,NA,gear,gear,gear
168800081,2023,BUOY-7  11.5V,NA,NA,NA,gear,gear,gear
168800081,2023,BUOY-7  10.7V,NA,NA,NA,gear,gear,gear
168800081,2023,BUOY-7  11.0V,NA,NA,NA,gear,gear,gear
168800081,2023,BUOY-7  11.6V,NA,NA,NA,gear,gear,gear
168800081,2023,BUOY-7  12.3V,NA,NA,NA,gear,gear,gear
168800082,2023,BUOY-8  10.8V,NA,NA,NA,gear,gear,gear
168800082,2023,BUOY-8  11.5V,NA,NA,NA,gear,gear,gear
168800082,2023,BUOY-8  11.8V,NA,NA,NA,gear,gear,gear
168800082,2023,BUOY-8  11.1V,NA,NA,NA,gear,gear,gear
168800082,2023,BUOY-8  11.3V,NA,NA,NA,gear,gear,gear
168800082,2023,BUOY-8  11.9V,NA,NA,NA,gear,gear,gear
168800082,2023,BUOY-8  10.9V,NA,NA,NA,gear,gear,gear
168800082,2023,BUOY-8  11.0V,NA,NA,NA,gear,gear,gear
168800082,2023,BUOY-8  12.4V,NA,NA,NA,gear,gear,gear
168800082,2023,BUOY-8  12.0V,NA,NA,NA,gear,gear,gear
168800082,2023,BUOY-8  11.7V,NA,NA,NA,gear,gear,gear
168800123,2019,FC166-04,12.0V,NA,NA,gear,discrepancy,inconclusive
168800123,2019,FC166-04,10.8V,NA,NA,gear,discrepancy,inconclusive
168800123,2019,FC166-04,12.4V,NA,NA,gear,discrepancy,inconclusive
168800123,2019,FC166-04,10.7V,NA,NA,gear,discrepancy,inconclusive
168800123,2019,FC166-04,12.2V,NA,NA,gear,discrepancy,inconclusive
168800123,2019,FC166-04,NA,NA,NA,gear,discrepancy,inconclusive
168800123,2019,FC166-04,12.1V,NA,NA,gear,discrepancy,inconclusive
168800123,2019,FC166-04,11.8V,NA,NA,gear,discrepancy,inconclusive
168800124,2019,FC166-05,11.6V,NA,NA,fishing,fishing,fishing
168800124,2019,FC166-05,NA,NA,NA,fishing,fishing,fishing
168800124,2019,FC166-05,11.9V,NA,NA,fishing,fishing,fishing
168800124,2019,FC166-05,11.7V,NA,NA,fishing,fishing,fishing
168800124,2019,FC166-05,11.3V,NA,NA,fishing,fishing,fishing
168800124,2019,NA,NA,NA,NA,fishing,fishing,fishing
168800124,2019,FC166-05,10.7V,NA,NA,fishing,fishing,fishing
168800124,2019,FC166-05,12.1V,NA,NA,fishing,fishing,fishing
168800124,2019,FC166-05,11.2V,NA,NA,fishing,fishing,fishing
168800124,2019,FC166-05,10.9V,NA,NA,fishing,fishing,fishing
168800124,2019,FC166-05,11.8V,NA,NA,fishing,fishing,fishing
168800310,2023,BUOY-1  11.7V,NA,NA,NA,gear,gear,gear
168800310,2023,BUOY-1  11.8V,NA,NA,NA,gear,gear,gear
168800310,2023,BUOY-1  10.9V,NA,NA,NA,gear,gear,gear
168800310,2023,BUOY-1  11.9V,NA,NA,NA,gear,gear,gear
168800310,2023,BUOY-1  10.6V,NA,NA,NA,gear,gear,gear
168800310,2023,BUOY-1  12.1V,NA,NA,NA,gear,gear,gear
168800310,2023,BUOY-1  10.5V,NA,NA,NA,gear,gear,gear
168800310,2023,BUOY-1  12.2V,NA,NA,NA,gear,gear,gear
168800310,2023,BUOY-1  12.3V,NA,NA,NA,gear,gear,gear
168800310,2023,BUOY-1  12.0V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  11.4V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  10.9V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  11.9V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  11.5V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  11.3V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  12.2V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  11.8V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  11.6V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  12.0V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  11.7V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  11.1V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  12.4V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  12.1V,NA,NA,NA,gear,gear,gear
168800541,2021,BUOY-01  10.8V,NA,NA,NA,gear,gear,gear
168800541,2022,BUOY-01  11.8V,NA,NA,NA,gear,gear,gear
168800541,2022,BUOY-01  10.7V,NA,NA,NA,gear,gear,gear
168800541,2022,BUOY-01  11.9V,NA,NA,NA,gear,gear,gear
168800541,2022,BUOY-01  11.5V,NA,NA,NA,gear,gear,gear
168800541,2022,BUOY-01  12.2V,NA,NA,NA,gear,gear,gear
168800541,2022,BUOY-01  10.9V,NA,NA,NA,gear,gear,gear
168800541,2022,BUOY-01  11.7V,NA,NA,NA,gear,gear,gear
168800541,2022,BUOY-01  11.3V,NA,NA,NA,gear,gear,gear
168800541,2022,BUOY-01  12.4V,NA,NA,NA,gear,gear,gear
168800541,2022,BUOY-01  11.6V,NA,NA,NA,gear,gear,gear
168800908,2021,KSA6 BUOY-05  100%,NA,NA,NA,gear,gear,gear
168800908,2021,KSA6 BUOY-05  71%,NA,NA,NA,gear,gear,gear
168800908,2021,KSA6 BUOY-05  59%,NA,NA,NA,gear,gear,gear
168800909,2021,KSA6 BUOY-06  100%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  78%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  33%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  79%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  100%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  77%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  74%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  67%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  61%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  56%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  29%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  63%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  80%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  46%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  42%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  81%,NA,NA,NA,gear,gear,gear
168800952,2019,BOUY-01  98%,NA,NA,NA,gear,gear,gear
168801034,2023,BUOY-03  100%,NA,NA,NA,gear,gear,gear
168801171,2022,DY2 BUOY-03  100%,NA,NA,NA,gear,gear,gear
168801171,2022,DY2 BUOY-03  89%,NA,NA,NA,gear,gear,gear
168801171,2022,DY2 BUOY-03  29%,NA,NA,NA,gear,gear,gear
168801172,2022,DY2 BUOY-04  64%,NA,NA,NA,gear,gear,gear
168801172,2022,DY2 BUOY-04  81%,NA,NA,NA,gear,gear,gear
168801172,2022,DY2 BUOY-04  91%,NA,NA,NA,gear,gear,gear
168801172,2022,DY2 BUOY-04  100%,NA,NA,NA,gear,gear,gear
168801172,2022,NA,NA,NA,NA,gear,gear,gear
168801172,2022,DY2 BUOY-04  68%,NA,NA,NA,gear,gear,gear
168801172,2022,DY2 BUOY-04  82%,NA,NA,NA,gear,gear,gear
168801172,2022,DY2 BUOY-04  86%,NA,NA,NA,gear,gear,gear
168801172,2022,DY2 BUOY-04  96%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  49%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  45%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  12%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  76%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  84%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  86%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  96%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  70%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  39%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  69%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  57%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  34%,NA,NA,NA,gear,gear,gear
168801218,2021,NA,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  51%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  67%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  1%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  100%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  93%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  48%,NA,NA,NA,gear,gear,gear
168801218,2021,BUOY-02  80%,NA,NA,NA,gear,gear,gear
168801218,2022,BUOY-02  49%,NA,NA,NA,gear,gear,gear
168801218,2022,BUOY-02  30%,NA,NA,NA,gear,gear,gear
168801218,2022,BUOY-02  57%,NA,NA,NA,gear,gear,gear
168801218,2022,BUOY-02  67%,NA,NA,NA,gear,gear,gear
168801218,2022,BUOY-02  100%,NA,NA,NA,gear,gear,gear
168801218,2022,BUOY-02  51%,NA,NA,NA,gear,gear,gear
168801218,2022,BUOY-02  80%,NA,NA,NA,gear,gear,gear
168801218,2022,BUOY-02  86%,NA,NA,NA,gear,gear,gear
168801218,2022,BUOY-02  37%,NA,NA,NA,gear,gear,gear
168801218,2022,BUOY-02  1%,NA,NA,NA,gear,gear,gear
168801218,2022,BUOY-02  40%,NA,NA,NA,gear,gear,gear
168801371,2022,TUNAGO NO.62 BUOY-03,NA,NA,NA,gear,gear,gear
168801371,2022,TUNAGO NO.62 BUOY-03,76%,NA,NA,gear,gear,gear
168801371,2022,TUNAGO NO.62 BUOY-03,82%,NA,NA,gear,gear,gear
168801371,2022,TUNAGO NO.62 BUOY-03,81%,NA,NA,gear,gear,gear
168801371,2022,TUNAGO NO.62 BUOY-03,100%,NA,NA,gear,gear,gear
168801371,2022,TUNAGO NO.62 BUOY-03, 93%,NA,NA,gear,gear,gear
168801371,2023,TUNAGO NO.62 BUOY-03,100%,NA,NA,gear,gear,gear
168801371,2023,TUNAGO NO.62 BUOY-03,72%,NA,NA,gear,gear,gear
168801371,2023,TUNAGO NO.62 BUOY-03,82%,NA,NA,gear,gear,gear
168801371,2023,TUNAGO NO.62 BUOY-03,75%,NA,NA,gear,gear,gear
168801371,2023,TUNAGO NO.62 BUOY-03,92%,NA,NA,gear,gear,gear
168801371,2023,TUNAGO NO.62 BUOY-03,59%,NA,NA,gear,gear,gear
168801371,2023,TUNAGO NO.62 BUOY-03,64%,NA,NA,gear,gear,gear
168801371,2023,TUNAGO NO.62 BUOY-03,26%,NA,NA,gear,gear,gear
168801371,2023,TUNAGO NO.62 BUOY-03,NA,NA,NA,gear,gear,gear
168801387,2023,FORTUNA NO.12 BUOY-1,NA,NA,NA,gear,gear,gear
168801387,2023,FORTUNA NO.12 BUOY-1,100%,NA,NA,gear,gear,gear
168801387,2024,FORTUNA NO.12 BUOY-1,100%,NA,NA,gear,gear,gear
168801387,2024,FORTUNA NO.12 BUOY-1,NA,NA,NA,gear,gear,gear
168801404,2022,MR BUOY-1  96%,NA,NA,NA,gear,gear,gear
168801404,2022,MR BUOY-1  78%,NA,NA,NA,gear,gear,gear
168801404,2022,MR BUOY-1  74%,NA,NA,NA,gear,gear,gear
168801404,2022,MR BUOY-1  98%,NA,NA,NA,gear,gear,gear
168801404,2022,MR BUOY-1  72%,NA,NA,NA,gear,gear,gear
168801404,2022,MR BUOY-1  100%,NA,NA,NA,gear,gear,gear
168801404,2022,MR BUOY-1  66%,NA,NA,NA,gear,gear,gear
168801404,2022,MR BUOY-1  71%,NA,NA,NA,gear,gear,gear
168801404,2022,MR BUOY-1  61%,NA,NA,NA,gear,gear,gear
168801408,2022,MR2 BUOY-2  80%,NA,NA,NA,gear,gear,gear
168801408,2022,MR2 BUOY-2  73%,NA,NA,NA,gear,gear,gear
168801408,2022,MR2 BUOY-2  100%,NA,NA,NA,gear,gear,gear
168801408,2022,MR2 BUOY-2  90%,NA,NA,NA,gear,gear,gear
168801408,2022,MR2 BUOY-2  51%,NA,NA,NA,gear,gear,gear
168801408,2022,NA,NA,NA,NA,gear,gear,gear
168801408,2022,MR2 BUOY-2  86%,NA,NA,NA,gear,gear,gear
168801408,2022,MR2 BUOY-2  57%,NA,NA,NA,gear,gear,gear
168801408,2022,MR2 BUOY-2  56%,NA,NA,NA,gear,gear,gear
168801408,2022,MR2 BUOY-2  63%,NA,NA,NA,gear,gear,gear
168801411,2022,MR2 BUOY-5  100%,NA,NA,NA,gear,gear,gear
168801411,2022,MR2 BUOY-5  76%,NA,NA,NA,gear,gear,gear
168801411,2022,MR2 BUOY-5  86%,NA,NA,NA,gear,gear,gear
168801411,2022,MR2 BUOY-5  89%,NA,NA,NA,gear,gear,gear
168801411,2022,MR2 BUOY-5  81%,NA,NA,NA,gear,gear,gear
168801411,2022,MR2 BUOY-5  74%,NA,NA,NA,gear,gear,gear
168801411,2022,MR2 BUOY-5  70%,NA,NA,NA,gear,gear,gear
168801568,2022,TY2 BUOY-02  80%,NA,NA,NA,gear,gear,gear
168801568,2022,TY2 BUOY-02  82%,NA,NA,NA,gear,gear,gear
168801568,2022,TY2 BUOY-02  91%,NA,NA,NA,gear,gear,gear
168801568,2022,TY2 BUOY-02  100%,NA,NA,NA,gear,gear,gear
168801573,2023,BUOY-02  88%,NA,NA,NA,gear,gear,gear
168801573,2023,BUOY-02  64%,NA,NA,NA,gear,gear,gear
168801573,2023,BUOY-02  78%,NA,NA,NA,gear,gear,gear
168801573,2023,BUOY-02  76%,NA,NA,NA,gear,gear,gear
168801573,2023,BUOY-02  100%,NA,NA,NA,gear,gear,gear
168801573,2023,BUOY-02  89%,NA,NA,NA,gear,gear,gear
168801573,2023,BUOY-02  56%,NA,NA,NA,gear,gear,gear
168801624,2023,BUOY-02  100%,NA,NA,NA,gear,gear,gear
168801624,2023,BUOY-02  49%,NA,NA,NA,gear,gear,gear
168801760,2022,DY2 BUOY-2  61%,NA,NA,NA,gear,gear,gear
168801760,2022,DY2 BUOY-2  52%,NA,NA,NA,gear,gear,gear
