ssvid,year,shipname,callsign,imo,gfw_best_flag,best_vessel_class,prod_shiptype,prod_geartype
416088900,2023,KEELUNG PILOT  2,BI2348,NA,TWN,drifting_longlines,fishing,drifting_longlines
416088900,2023,HUNG SHING NO.212,BI2348,NA,TWN,drifting_longlines,fishing,drifting_longlines
416091600,2016,LIAN HORNG NO.777,BI2547,NA,TWN,drifting_longlines,fishing,drifting_longlines
416091600,2016,NA,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416091600,2022,LIAN HORNG NO.777,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416091600,2022,NA,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416091600,2022,LIAN HORNG NO.777,BI2547,NA,TWN,drifting_longlines,fishing,drifting_longlines
416099800,2022,CHUN I NO.206,BI2421,NA,TWN,drifting_longlines,fishing,drifting_longlines
416099800,2023,CHUN I NO.206,BI2421,NA,TWN,drifting_longlines,fishing,drifting_longlines
416099800,2024,CHUN I NO.206,BI2421,NA,TWN,drifting_longlines,fishing,drifting_longlines
416111500,2023,FONGCHUN36,BI2542,NA,TWN,drifting_longlines,fishing,drifting_longlines
416111500,2024,FONGCHUN36,BI2542,NA,TWN,drifting_longlines,fishing,drifting_longlines
416125600,2023,SHIN CHUN NO.8,BH3356,NA,TWN,drifting_longlines,fishing,drifting_longlines
416171600,2023,HUNG FA NO.66,BI2551,NA,TWN,drifting_longlines,fishing,drifting_longlines
416171600,2023,HUNG YI NO.2,BI2551,NA,TWN,drifting_longlines,fishing,drifting_longlines
416174900,2022,CHUN I NO.218,BI2196,NA,TWN,drifting_longlines,fishing,drifting_longlines
416174900,2023,CHUN I NO.218,BI2196,NA,TWN,drifting_longlines,fishing,drifting_longlines
416212800,2022,NA,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416212800,2022,CHYUAN SHENG NO.226,BG3770,NA,TWN,drifting_longlines,fishing,drifting_longlines
416212800,2023,CHYUAN SHENG NO.226,BG3770,NA,TWN,drifting_longlines,fishing,drifting_longlines
416228900,2023,NA,BJ5006,NA,TWN,drifting_longlines,fishing,drifting_longlines
416228900,2023,SHUN WUN FA,BJ5006,NA,TWN,drifting_longlines,fishing,drifting_longlines
416337391,2019,AIS NET MARK,NA,NA,TWN,gear,gear,gear
416337392,2019,AIS NET MARK,NA,NA,TWN,gear,gear,gear
416337393,2019,AIS NET MARK,NA,NA,TWN,gear,gear,gear
416337394,2019,AIS NET MARK,NA,NA,TWN,gear,gear,gear
416337395,2019,AIS NET MARK,NA,NA,TWN,gear,gear,gear
416367000,2019,HSIANG HSIN NO6,BI2546,NA,TWN,drifting_longlines,fishing,drifting_longlines
416367000,2024,HSING.HING.NO6,BI2546,NA,TWN,drifting_longlines,fishing,drifting_longlines
416367000,2024,NA,BI2546,NA,TWN,drifting_longlines,fishing,drifting_longlines
416367000,2024,HSIANG HSIN NO6,BI2546,NA,TWN,drifting_longlines,fishing,drifting_longlines
416465000,2022,YM UPSURGENCE,BLHJ,9462720,TWN,cargo,cargo,cargo
416465000,2023,YM UPSURGENCE,BLHJ,9462720,TWN,cargo,cargo,cargo
416465000,2024,YM UPSURGENCE,BLHJ,9462720,TWN,cargo,cargo,cargo
416467000,2024,YM UBIQUITY,BLHM,9462706,TWN,cargo,cargo,cargo
416475000,2023,EVER LIBRA,BKIC,9595486,TWN,cargo,cargo,cargo
416481000,2022,EVER LIVEN,BKIE,9595527,TWN,cargo,cargo,cargo
416491000,2024,YM ESSENCE,BLHO,9496599,TWN,cargo,cargo,cargo
416495000,2023,EVER LOYAL,BKIZ,9604158,TWN,cargo,cargo,cargo
416498000,2023,EVER LYRIC,BKKH,9629108,TWN,cargo,cargo,cargo
416556000,2022,NA,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416556000,2022,TO YU NO2,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416556000,2022,TO YU NO.2,BI2433,NA,TWN,drifting_longlines,fishing,drifting_longlines
416556000,2022,BAOSHAN2,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416556000,2023,TO YU NO2,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416556000,2023,TO YU NO.2,BI2433,NA,TWN,drifting_longlines,fishing,drifting_longlines
416556000,2023,NA,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416679000,2023,DA SHENG,BH3307,NA,TWN,drifting_longlines,fishing,drifting_longlines
416779000,2023,FU CHUN NO.128,BI2329,NA,TWN,drifting_longlines,fishing,drifting_longlines
416779000,2023,FU CHUN NO.128,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416779000,2023,FU CHUN NO128,B12329,NA,TWN,drifting_longlines,fishing,drifting_longlines
416785000,2016,JIN FONG SHUUN,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416785000,2016,JIN FONG SHUUN,BH3276,NA,TWN,drifting_longlines,fishing,drifting_longlines
416785000,2022,JIN FONG SHUUN,BH3276,NA,TWN,drifting_longlines,fishing,drifting_longlines
416785000,2022,JIN FONG SHUUN,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416785000,2022,JIN FONG SHUUN,1234567,NA,TWN,drifting_longlines,fishing,drifting_longlines
416785000,2024,JIN FONG SHUUN,NA,NA,TWN,drifting_longlines,fishing,drifting_longlines
416785000,2024,JIN FONG SHUUN,BH3276,NA,TWN,drifting_longlines,fishing,drifting_longlines
416785000,2024,JIN FONG SHUUN,1234567,NA,TWN,drifting_longlines,fishing,drifting_longlines
419000313,2019,VISHVA PREETI,AVLZ,9533490,IND,cargo,cargo,cargo
419000984,2023,NA,NA,NA,IND,cargo,cargo,cargo
419000984,2023,JAG ARNAV,AWJZ,9705354,IND,cargo,cargo,cargo
422900027,2023,AIS BUOY_98%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_85%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_78%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_91%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_38%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_77%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_90%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_89%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_88%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_96%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_97%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_94%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_71%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_92%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_73%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_99%,NA,NA,IRN,gear,gear,gear
422900027,2023,LONGLINE BUOY 27-22%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_60%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_46%,NA,NA,IRN,gear,gear,gear
422900027,2023,AIS BUOY_84%,NA,NA,IRN,gear,gear,gear
428002000,2023,ZIM VIRGINIA,4XFV,9231808,ISR,cargo,cargo,cargo
431000138,2024,NA,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431000138,2024,"CHIYOMARU. NO,13",NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431000149,2023,"ISSINMARU NO,31",NA,NA,JPN,set_gillnets,fishing,set_gillnets
431000149,2023,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431000254,2022,TERUMARU NO.11,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431000254,2023,TERUMARU NO.11,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431000265,2024,HOKUTOMARU,JD2535,NA,JPN,non_fishing,other,other
431000269,2024,SANKUNIKI,JD2465,8736411,JPN,cargo,cargo,cargo
431000312,2024,DAI1HOUYOSHIMARU,JD2494,9470480,JPN,tanker,other,other
431000343,2022,SYUHOMARU NO.13,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431000488,2024,SHINEI MARU NO.7,JD2631,8738146,JPN,cargo,cargo,cargo
431000542,2024,NA,JD2641,NA,JPN,tanker,other,other
431000542,2024,SURUGAMARU,JD2641,NA,JPN,tanker,other,other
431000566,2024,MARUI MARU,JD2662,NA,JPN,cargo,cargo,cargo
431000590,2024,NA,NA,NA,JPN,cargo,cargo,cargo
431000590,2024,ISHIKARI,JD3167,9526655,JPN,cargo,cargo,cargo
431000592,2024,NITTAN MARU NO.10,JD2673,9441790,JPN,tanker,other,other
431000607,2022,KOUSHOU MARU NO.3,JD2663,NA,JPN,cargo,cargo,cargo
431000607,2024,KOUSHOU MARU NO.3,JD2663,NA,JPN,cargo,cargo,cargo
431000607,2024,KOUSYOU MARU NO.3,JD2663,NA,JPN,cargo,cargo,cargo
431000695,2024,WAKAMATSU MARU,JD2793,9473602,JPN,cargo,cargo,cargo
431000713,2022,TOMI MARU NO.58,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431000713,2023,TOMI MARU NO.58,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431000745,2024,"SUZUKAMARU N0,7",JD2813,9511791,JPN,tanker,other,other
431000766,2024,KOYO MARU NO.7,JD2824,9523328,JPN,tanker,other,other
431000775,2023,NA,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431000775,2023,NAKAMURARYOUYUMARU,KO2693,NA,JPN,drifting_longlines,fishing,drifting_longlines
431000820,2022,GENEIMARU NO62,NA,NA,JPN,squid_jigger,fishing,squid_jigger
431000820,2022,NA,NA,NA,JPN,squid_jigger,fishing,squid_jigger
431000848,2022,SEIJUMARU,JD2871,9523354,JPN,cargo,cargo,cargo
431000857,2022,TERUMARU NO.8,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431000860,2022,GENEIMARU NO67,NA,NA,JPN,squid_jigger,fishing,squid_jigger
431000893,2024,MANRYOU MARU NO72,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431000931,2023,HANEI MARU NO.188,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431000996,2024,NO.32SYOUSINMARU,NA,NA,JPN,fishing,fishing,fishing
431001000,2024,KDDI OCEAN LINK,JPHI,9017070,JPN,non_fishing,other,other
431001016,2022,EISHOUMARU,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431001016,2022,NA,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431001016,2023,EISHOUMARU,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431001016,2023,NA,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431001019,2022,SHINPO MARU,JD2972,9562013,JPN,cargo,cargo,cargo
431001019,2024,SHINPO MARU,JD2972,9562013,JPN,cargo,cargo,cargo
431001040,2024,HOKUO MARU,JD3726,9700304,JPN,cargo,cargo,cargo
431001079,2023,SEIJYUMARU NO.18,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431001258,2024,FUKUHOMARU,JD3051,NA,JPN,cargo,cargo,cargo
431001322,2022,MIAMARU NO.58,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431001573,2022,JINSHOU MARU NO68,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431001573,2023,JINSHOU MARU NO68,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431001782,2024,SENEI MARU,JD3094,NA,JPN,cargo,cargo,cargo
431002006,2024,HAKUOU MARU NO28,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431002281,2024,AZUMAMARU,NA,NA,JPN,tug,other,other
431002383,2024,MANRYOU MARU NO81,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431002412,2024,KURURIMARU,JD3123,NA,JPN,tug,other,other
431002447,2024,DAI3KOSEI,JD3201,NA,JPN,cargo,cargo,cargo
431002489,2022,KORYU MARU,JD3165,9608104,JPN,cargo,cargo,cargo
431002489,2024,KORYU MARU,JD3165,9608104,JPN,cargo,cargo,cargo
431003000,2023,ONE APUS,7KEG,9806079,JPN,cargo,cargo,cargo
431003074,2024,SUNNY NOAH,JD3284,9474357,JPN,tanker,other,other
431003177,2024,NA,NA,NA,JPN,cargo,cargo,cargo
431003177,2024,ATSUTA MARU,JD3281,9615391,JPN,cargo,cargo,cargo
431003354,2024,SHINKOMARU NO.11,JD3324,NA,JPN,cargo,cargo,cargo
431003354,2024,SHINKOMARU NO11,JD3324,9643075,JPN,cargo,cargo,cargo
431003363,2024,MANRYOU MARU NO11,NA,NA,JPN,fixed_gear,fishing,fixed_gear
431003363,2024,NA,NA,NA,JPN,fixed_gear,fishing,fixed_gear
431003381,2023,NA,NA,NA,JPN,passenger,passenger,passenger
431003381,2023,SILVER PRINCESS,JD3309,9597616,JPN,passenger,passenger,passenger
431003381,2024,NA,NA,NA,JPN,passenger,passenger,passenger
431003381,2024,SILVER PRINCESS,JD3309,9597616,JPN,passenger,passenger,passenger
431003491,2022,EIYUMARU NO.28,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431003491,2023,EIYUMARU NO.28,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431003507,2024,NA,NA,NA,JPN,trawlers,fishing,trawlers
431003507,2024,KOTOBUKIMARU NO.18,JD3296,NA,JPN,trawlers,fishing,trawlers
431003507,2024,NA,JD3296,NA,JPN,trawlers,fishing,trawlers
431003671,2024,SUISEN,7JKP,9607057,JPN,cargo,cargo,cargo
431003671,2024,NA,NA,NA,JPN,cargo,cargo,cargo
431004115,2022,NA,NA,NA,JPN,cargo,cargo,cargo
431004115,2022,HOKUREN MARU,JD3398,9659177,JPN,cargo,cargo,cargo
431004115,2023,NA,NA,NA,JPN,cargo,cargo,cargo
431004115,2023,HOKUREN MARU,JD3398,9659177,JPN,cargo,cargo,cargo
431004122,2022,YAMASAKURA,JD3440,9634816,JPN,cargo,cargo,cargo
431004228,2022,HIMAWARI 7,JD3464,9654103,JPN,cargo,cargo,cargo
431004228,2024,HIMAWARI 7,JD3464,9654103,JPN,cargo,cargo,cargo
431004286,2022,KATSUMARU NO.31,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431004286,2022,NA,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431004286,2023,NA,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431004286,2023,KATSUMARU NO.31,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431004302,2024,SHINKO MARU NO.8,JD3499,NA,JPN,cargo,cargo,cargo
431004377,2024,YUSEI MARU,JD3516,9675432,JPN,tanker,other,other
431004378,2024,RYUJIN,JD3438,9714082,JPN,cargo,cargo,cargo
431004526,2024,NA,JD3530,NA,JPN,tanker,other,other
431004526,2024,NO.15 HOKUNANMARU,JD3530,NA,JPN,tanker,other,other
431004588,2024,SHUOUMARU,JD3522,9677272,JPN,tanker,other,other
431004622,2023,SILVER EIGHT,JD3491,9667265,JPN,passenger,passenger,passenger
431004622,2024,SILVER EIGHT,JD3491,9667265,JPN,passenger,passenger,passenger
431004632,2024,12 TENYOMARU,JD3542,NA,JPN,cargo,cargo,cargo
431004648,2022,HACHIHANA MARU,JD3540,9682069,JPN,cargo,cargo,cargo
431004947,2024,WAKA MARU NO.12,JD3590,NA,JPN,cargo,cargo,cargo
431005248,2022,SOUSHINMARU,JD3653,9672703,JPN,tanker,other,other
431005248,2024,SOUSHINMARU,JD3653,9672703,JPN,tanker,other,other
431005315,2022,SOUHOU MARU,JD3702,9759068,JPN,cargo,cargo,cargo
431005871,2023,MIAMARU NO.78,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431005903,2023,SEISHO MARU,JD3766,9790529,JPN,cargo,cargo,cargo
431006084,2024,HIDAKA,JD3782,9726138,JPN,cargo,cargo,cargo
431006265,2022,NO.8 EIKATSU MARU,JD3843,NA,JPN,cargo,cargo,cargo
431006265,2024,NO.8 EIKATSU MARU,JD3843,NA,JPN,cargo,cargo,cargo
431006385,2024,TSURUGA,JD3852,9726140,JPN,cargo,cargo,cargo
431006442,2024,DAISHIN MARU NO8,JD3860,NA,JPN,cargo,cargo,cargo
431006614,2024,PACIFIC GLORY,JD3857,9739111,JPN,cargo,cargo,cargo
431006805,2024,NA,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431006805,2024,UENOYAMAMARU,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431006813,2024,KOYO MARU,JD3908,9774733,JPN,cargo,cargo,cargo
431006963,2024,ERIMOMARU NO35,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431006963,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431006982,2024,YUUSEIMARU,JD3934,9815537,JPN,cargo,cargo,cargo
431007077,2024,SHIMAKAZE,JD3946,9815501,JPN,cargo,cargo,cargo
431007318,2024,11SADAITI MARU,NA,NA,JPN,fixed_gear,fishing,fixed_gear
431007318,2024,NA,NA,NA,JPN,fixed_gear,fishing,fixed_gear
431007361,2022,NA,NA,NA,JPN,trawlers,fishing,trawlers
431007361,2022,KATSU MARU NO.8,NA,NA,JPN,trawlers,fishing,trawlers
431007415,2022,TAIHOU MARU,JD3985,9774006,JPN,cargo,cargo,cargo
431007415,2024,TAIHOU MARU,JD3985,9774006,JPN,cargo,cargo,cargo
431007841,2024,SHINKOH MARU NO31,JD4027,9800453,JPN,cargo,cargo,cargo
431008002,2024,NO33 HOUKIMARU,NA,NA,JPN,set_longlines,fishing,set_longlines
431008002,2024,NA,NA,NA,JPN,set_longlines,fishing,set_longlines
431008343,2022,TAISEI MARU NO.51,JD4071,9800489,JPN,cargo,cargo,cargo
431008365,2022,MIYUKI,JD4039,NA,JPN,tanker,other,other
431008417,2024,HOKUREN MARU NO.2,JD4023,9773806,JPN,cargo,cargo,cargo
431008534,2024,NA,NA,NA,JPN,fishing,fishing,fishing
431008534,2024,ICHIRYUUMARU,NA,NA,JPN,fishing,fishing,fishing
431008813,2024,KEIUN MARU,JD4112,NA,JPN,cargo,cargo,cargo
431009000,2022,CENTURY HIGHWAYGREEN,7KHZ,9875202,JPN,cargo,cargo,cargo
431009156,2024,LAVENDER,7JYK,9810824,JPN,cargo,cargo,cargo
431009293,2022,SUNFLOWER FURANO,7JYL,9761542,JPN,cargo,cargo,cargo
431009313,2024,AWAJISHIMA,JD4140,9800740,JPN,tanker,other,other
431009437,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431009437,2024,SEITOKUMARU NO58,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431009595,2022,KAMIKITA MARU,JD4176,9782077,JPN,cargo,cargo,cargo
431009595,2024,KAMIKITA MARU,JD4176,9782077,JPN,cargo,cargo,cargo
431009637,2024,AZALEA,7JZF,9816115,JPN,cargo,cargo,cargo
431009745,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431009745,2024,SENKOUMARU NO.8,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431009804,2024,RYOUUNMARU,JD4227,NA,JPN,cargo,cargo,cargo
431009847,2022,SUNFLOWER SAPPORO,7JZE,9761554,JPN,cargo,cargo,cargo
431009847,2024,SUNFLOWER SAPPORO,7JZE,9761554,JPN,cargo,cargo,cargo
431009876,2024,HIMAWARI 8,JD4188,9810836,JPN,cargo,cargo,cargo
431009916,2024,NA,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431009916,2024,NIKKOMARU NO68,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431009942,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431009942,2024,YOUSHINMARU NO55,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431010044,2024,DAI53INARIMARU,NA,NA,JPN,trawlers,fishing,trawlers
431010044,2024,NA,NA,NA,JPN,trawlers,fishing,trawlers
431010125,2024,NA,NA,NA,JPN,trawlers,fishing,trawlers
431010125,2024,DAI58INARIMARU,NA,NA,JPN,trawlers,fishing,trawlers
431010262,2024,SHOHOMARU86,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431010262,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431010288,2024,TAKIHAMA MARU NO.18,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431010609,2024,NA,NA,NA,JPN,set_longlines,fishing,set_longlines
431010609,2024,32KINRYOUMARU,NA,NA,JPN,set_longlines,fishing,set_longlines
431010675,2024,NA,NA,NA,JPN,trawlers,fishing,trawlers
431010675,2024,TOYOTOMIMARU NO8,NA,NA,JPN,trawlers,fishing,trawlers
431010676,2024,NA,NA,NA,JPN,trawlers,fishing,trawlers
431010676,2024,TOYOTOMIMARU NO18,NA,NA,JPN,trawlers,fishing,trawlers
431010685,2024,HORIMATSUGOU NO.16,NA,NA,JPN,supply_vessel,other,other
431010696,2022,MARIMO,JD4275,9806196,JPN,cargo,cargo,cargo
431010724,2024,NA,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431010724,2024,55DAIGOMARU,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431010953,2022,MASHU,JD4301,9806201,JPN,cargo,cargo,cargo
431010953,2024,MASHU,JD4301,9806201,JPN,cargo,cargo,cargo
431011092,2024,DAI 18SEIUNMARU,JD4363,9838319,JPN,cargo,cargo,cargo
431011163,2024,SILVER TIARA,JD4296,9820740,JPN,cargo,cargo,cargo
431011269,2024,DAISHIN MARU NO.11,JD4371,9833797,JPN,cargo,cargo,cargo
431011482,2024,"NAIKAI MARU NO,25",JD4417,9820453,JPN,tanker,other,other
431011522,2024,KYOUUNMARU NO55,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431011522,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431011762,2023,YAMASAKITATSUEIMARU,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431011762,2024,YAMASAKITATSUEIMARU,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431012001,2023,NA,NA,NA,JPN,tug,other,other
431012001,2023,NISHIMURAMARU NO.60,NA,NA,JPN,tug,other,other
431012113,2024,NO.15 MATSUMARU,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431012359,2022,KITAKAMI,JD4556,9831749,JPN,cargo,cargo,cargo
431012763,2024,HOKKAIDO MARU,JD4540,9833694,JPN,cargo,cargo,cargo
431012877,2024,TSURUGI MARU,JD4576,9859832,JPN,tanker,other,other
431012954,2024,NA,NA,NA,JPN,NA,other,other
431012954,2024,KOUSEIMARU,NA,NA,JPN,NA,other,other
431013018,2022,KAGAYAKI,JD4591,NA,JPN,cargo,cargo,cargo
431013094,2024,TAIHEIZAN MARU,JD4581,NA,JPN,cargo,cargo,cargo
431013159,2024,SHIN RYUEI,JD4608,9879143,JPN,cargo,cargo,cargo
431013261,2024,HOUEIMARU,JD4610,9858876,JPN,cargo,cargo,cargo
431013742,2023,YUSHIN MARU NO.10,JD4638,9873400,JPN,cargo,cargo,cargo
431013789,2022,HOKUYUMARU,JD4627,9858888,JPN,cargo,cargo,cargo
431013811,2022,TEN-OH MARU,JD4568,9846184,JPN,cargo,cargo,cargo
431013811,2024,TEN-OH MARU,JD4568,9846184,JPN,cargo,cargo,cargo
431013872,2022,SHIN RYUOU,JD4673,9891701,JPN,cargo,cargo,cargo
431013878,2024,NO68 EITOKUMARU,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431013878,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431013962,2024,ACOOP NO.3,JD4625,9893412,JPN,cargo,cargo,cargo
431014011,2022,HOKUNAN MARU,JD4695,9888651,JPN,tanker,other,other
431014134,2024,SHINJU MARU,JD4611,9853204,JPN,cargo,cargo,cargo
431014206,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431014206,2024,RYUHOUMARU NO11,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431014499,2024,NO35 JUNPOUMARU,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431014499,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431014668,2022,TAKANAWA,JD4770,9893424,JPN,cargo,cargo,cargo
431014869,2024,TSUGARU,JD4749,NA,JPN,tug,other,other
431014878,2022,TAIKO MARU NO.37,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431014878,2023,TAIKO MARU NO.37,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431014969,2024,SHIZUKAWAMARU,NA,NA,JPN,passenger,passenger,passenger
431014969,2024,NA,NA,NA,JPN,passenger,passenger,passenger
431015069,2024,KOUTOKUMARU NO.11,JD4795,NA,JPN,cargo,cargo,cargo
431015077,2024,SEIUNMARU NO15,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431015077,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431015084,2024,SHUNYOUMARU NO15,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431015084,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431015322,2024,SEIJU MARU,JD4847,9900538,JPN,cargo,cargo,cargo
431015577,2024,SHINMON MARU,JD4844,9907873,JPN,cargo,cargo,cargo
431015726,2024,TENJIN MARU NO.21,JD4884,9912921,JPN,cargo,cargo,cargo
431015968,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431015968,2024,ICHIRYU NO78,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431015981,2024,SENOU MARU,JD4887,9912933,JPN,cargo,cargo,cargo
431016067,2022,MIRAI,JD4877,9890719,JPN,cargo,cargo,cargo
431016137,2023,NO18 KOUYUUMARU,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431016367,2024,SANYO MARU NO.8,JD4926,9918444,JPN,tanker,other,other
431016627,2024,"TAISEIMARU NO,18",NA,NA,JPN,fishing,fishing,fishing
431016627,2024,NA,NA,NA,JPN,fishing,fishing,fishing
431016729,2024,KAMUIMARU,JD4923,NA,JPN,tanker,other,other
431016787,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431016787,2024,SEIUNMARU NO18,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431017052,2024,NA,NA,NA,JPN,fishing,fishing,fishing
431017052,2024,MANRYOU MARU NO.82,NA,NA,JPN,fishing,fishing,fishing
431017179,2024,NA,JD4960,NA,JPN,tug,other,other
431017179,2024,YUFUTSU MARU,JD4960,NA,JPN,tug,other,other
431017216,2024,SILVER BREEZE,JD4911,9919113,JPN,cargo,cargo,cargo
431018886,2024,KUSHIDA MARU,JD5066,9949625,JPN,tanker,other,other
431018922,2023,EBESUMARU,NA,NA,JPN,drifting_longlines,fishing,drifting_longlines
431019168,2024,KAKUHISA MARU,JD5124,9939656,JPN,tanker,other,other
431019374,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
431019374,2024,"HIDAKAMARU NO,55",NA,NA,JPN,set_gillnets,fishing,set_gillnets
431019703,2024,NANAMI MARU,JD5141,9959125,JPN,cargo_or_tanker,other,other
431020312,2024,NA,NA,NA,JPN,other_purse_seines,fishing,other_purse_seines
431020312,2024,NO.5 YAMATOMARU,NA,NA,JPN,other_purse_seines,fishing,other_purse_seines
431020313,2024,NO.3 YAMATOMARU,NA,NA,JPN,other_purse_seines,fishing,other_purse_seines
431020651,2024,NA,NA,NA,JPN,fishing,fishing,fishing
431020651,2024,HAKUYOUMARU NO.8,NA,NA,JPN,fishing,fishing,fishing
431020932,2024,KINSHU,JD5210,NA,JPN,tanker,other,other
431020932,2024,KINSHU,JD5210,9965693,JPN,tanker,other,other
431021728,2024,KISO,JD5291,9961544,JPN,cargo,cargo,cargo
431021988,2024,NA,NA,NA,JPN,set_gillnets,fishing,set_gillnets
