ssvid,year,shipname,callsign,imo,gfw_best_flag,best_vessel_class,prod_shiptype,prod_geartype,noisy_vessel
352980761,2023,DONG YUAN,3E3382,9271614,SGP,cargo,cargo,cargo,FALSE
352980766,2022,RED ADMIRAL,3E3386,9903140,PAN,tanker,other,other,FALSE
352980766,2024,RED ADMIRAL,3E3386,9903140,PAN,tanker,other,other,FALSE
352980821,2023,WAN HONG,3E3550,9260304,PAN,cargo,cargo,cargo,FALSE
352986128,2023,EVA SHANGHAI,3E3901,9863869,PAN,cargo,cargo,cargo,FALSE
352986189,2023,OCEAN VIRGINIA,3E3932,9908437,PAN,cargo,cargo,cargo,FALSE
352986201,2022,SAKURA VOYAGER,3E3942,9919151,PAN,tanker,other,other,FALSE
353013000,2023,APOLLON HIGHWAY,3EJX7,9728083,PAN,cargo,cargo,cargo,FALSE
353038000,2022,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353038000,2022,FJ STAR,HOSV,9797682,PAN,cargo,cargo,cargo,FALSE
353080000,2024,NA,NA,NA,PAN,supply_vessel,other,other,FALSE
353080000,2024,ULTRA INCAHUASI,3ELL3,9853084,PAN,supply_vessel,other,other,FALSE
353096000,2023,SUNNY HOPE,3EVB9,9482134,PAN,cargo,cargo,cargo,FALSE
353100000,2022,GALVESTON HIGHWAY,3FAJ5,9675573,PAN,cargo,cargo,cargo,FALSE
353109000,2024,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353109000,2024,CARAVEL,3FMR3,9660047,PAN,cargo,cargo,cargo,FALSE
353160000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353160000,2023,MSC SONIA,3EUP7,9404663,PAN,cargo,cargo,cargo,FALSE
353162000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353162000,2023,MSC BEATRICE,3FUF2,9399014,PAN,cargo,cargo,cargo,FALSE
353184000,2023,MAJESTIC STAR,3FTP5,9865568,PAN,cargo,cargo,cargo,FALSE
353184000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353275000,2022,FEDERAL INDUS,3FOP4,9860582,PAN,cargo,cargo,cargo,TRUE
353275000,2022,NA,NA,NA,PAN,cargo,cargo,cargo,TRUE
353320000,2023,ZENNOH GRAIN PEGASUS,3FBC9,9402017,PAN,cargo,cargo,cargo,FALSE
353348000,2019,MONOCEROS LEADER,3EYV,9832573,PAN,non_fishing,other,other,FALSE
353348000,2019,NA,NA,NA,PAN,non_fishing,other,other,FALSE
353351000,2023,IMPERIAL FRONTIER,3EFD6,9364320,PAN,cargo,cargo,cargo,FALSE
353351000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353368000,2016,BANGKOK BRIDGE,3FTZ8,9463279,PAN,cargo,cargo,cargo,FALSE
353393000,2023,NA,NA,NA,PAN,non_fishing,other,other,FALSE
353393000,2023,ALKYON,3FGJ4,9511430,PAN,non_fishing,other,other,FALSE
353423000,2023,GERAKAS,3EYH8,9399894,PAN,tanker,other,other,FALSE
353423000,2023,NA,NA,NA,PAN,tanker,other,other,FALSE
353453000,2022,NA,NA,NA,PAN,cargo_or_tanker,other,other,FALSE
353453000,2022,DUGONG ACE,3FLH2,9777838,PAN,cargo_or_tanker,other,other,FALSE
353467000,2016,DOLPHIN II,3EZI3,9318125,PAN,cargo,cargo,cargo,FALSE
353472000,2023,MONING,3FVM2,9832688,PAN,cargo,cargo,cargo,FALSE
353560000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353560000,2023,QUEEN BUSAN,3FHY7,9420320,PAN,cargo,cargo,cargo,FALSE
353619000,2023,C.S. OLIVE,HOKT,9461075,PAN,cargo,cargo,cargo,FALSE
353619000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353639000,2023,GLOBAL MIRAI,3FYY7,9558256,PAN,cargo,cargo,cargo,FALSE
353639000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353650000,2023,SHANG YUAN MEN,3EOM8,9070723,PAN,cargo,cargo,cargo,FALSE
353667000,2022,PAN IVY,3FLT2,9548316,PAN,cargo,cargo,cargo,FALSE
353700000,2023,G.DOLCE,3FVS,9797864,PAN,tanker,other,other,FALSE
353728000,2023,MSC MADELEINE,3EFR7,9305702,PAN,cargo,cargo,cargo,FALSE
353728000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353788000,2019,HEIJIN,3EUE7,8905426,PAN,cargo,cargo,cargo,FALSE
353788000,2019,PACIFIC MYRA,H8EU,9835898,PAN,cargo,cargo,cargo,FALSE
353801000,2023,YUAN WANG HAI,3FTK4,9516519,PAN,cargo,cargo,cargo,FALSE
353812000,2019,YUHSAN,H9TE,9238272,PAN,tanker,other,other,FALSE
353812000,2019,NA,NA,NA,PAN,tanker,other,other,FALSE
353812000,2024,YUHSAN,H9TE,9238272,PAN,tanker,other,other,FALSE
353812000,2024,NA,NA,NA,PAN,tanker,other,other,FALSE
353848000,2023,HIGHWAY,3FGU8,9158575,PAN,cargo,cargo,cargo,FALSE
353848000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353865000,2023,SAKIZAYA ORCHID,3FMC6,9811036,PAN,cargo,cargo,cargo,FALSE
353865000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353903000,2023,SEATTLE BRIDGE,3FFH5,9560352,PAN,cargo,cargo,cargo,FALSE
353934000,2023,MSC ELA,H3MJ,9282259,DEU,cargo,cargo,cargo,FALSE
353968000,2022,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
353968000,2022,MSC LISA,H3MK,9281279,PAN,cargo,cargo,cargo,FALSE
354015000,2024,NA,NA,NA,PAN,bunker_or_tanker,other,other,FALSE
354015000,2024,SAIKAI MARU II,3EVP7,9906790,PAN,bunker_or_tanker,other,other,FALSE
354022000,2024,EVER FORE,3EWW7,9850824,PAN,cargo,cargo,cargo,FALSE
354120000,2016,BAY BRIDGE,3FCS5,9463267,PAN,cargo,cargo,cargo,FALSE
354120000,2016,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
354135000,2022,NYK ALTAIR,3FWO7,9468308,PAN,cargo,cargo,cargo,FALSE
354162000,2022,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
354162000,2022,KEN EI,3FEZ8,9538983,PAN,cargo,cargo,cargo,FALSE
354162000,2023,KEN EI,3FEZ8,9538983,PAN,cargo,cargo,cargo,FALSE
354162000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
354162000,2024,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
354162000,2024,KEN EI,3FEZ8,9538983,PAN,cargo,cargo,cargo,FALSE
354190000,2024,STAR KESTREL,3EVC2,9321940,PAN,tanker,other,other,FALSE
354203000,2024,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
354203000,2024,MEDITERRANEANHIGHWAY,H9WT,9250220,PAN,cargo,cargo,cargo,FALSE
354225000,2024,PERSEUS,3FIA5,9723631,PAN,cargo,cargo,cargo,FALSE
354289000,2023,FEDERICO II,3FWM3,9401817,PAN,cargo,cargo,cargo,FALSE
354311000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
354311000,2023,CIARA ENTERPRISE,3EAV9,9749403,PAN,cargo,cargo,cargo,FALSE
354395000,2022,OCEAN SPLENDOR,3FEE3,9622825,PAN,cargo,cargo,cargo,FALSE
354415000,2022,MSC FABIENNE,H3SF,9279965,PAN,cargo,cargo,cargo,FALSE
354501000,2023,CENTURION MEVIA,H9SY,9755854,PAN,tanker,other,other,FALSE
354531000,2022,NA,NA,NA,PAN,cargo_or_tanker,other,other,FALSE
354531000,2022,AQUARIUS HONOR,3FNC3,9626572,PAN,cargo_or_tanker,other,other,FALSE
354591000,2022,PYXIS LEADER,H9ML,9284738,PAN,cargo,cargo,cargo,FALSE
354591000,2022,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
354591000,2023,PYXIS LEADER,H9ML,9284738,PAN,cargo,cargo,cargo,FALSE
354591000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
354617000,2023,FJM GLORY,HPNC,9856921,PAN,cargo_or_reefer,other,other,FALSE
354617000,2023,NA,NA,NA,PAN,cargo_or_reefer,other,other,FALSE
354727000,2024,OSLO TRADER,3EMI4,9817925,PAN,cargo,cargo,cargo,FALSE
354737000,2023,NS FRONTIER,HOKF,9749788,PAN,tanker,other,other,FALSE
354837000,2023,WESTERN EYDE,3EEE7,9643219,PAN,cargo,cargo,cargo,FALSE
354839000,2024,ONE HAMMERSMITH,3FQE8,9395147,PAN,cargo,cargo,cargo,FALSE
354850000,2022,DORAJI GAS,3EWH7,9759185,PAN,tanker,other,other,FALSE
354850000,2024,DORAJI GAS,3EWH7,9759185,PAN,tanker,other,other,FALSE
354871000,2023,FRIO OCEANIC,3FYF8,8801814,PAN,specialized_reefer,carrier,carrier,FALSE
354928000,2022,ONE SWAN,HOJR,9741437,PAN,cargo,cargo,cargo,FALSE
354928000,2022,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
354928000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
354928000,2023,ONE SWAN,HOJR,9741437,PAN,cargo,cargo,cargo,FALSE
355036000,2022,FRONTIER KOTOBUKI,3EXC5,9532082,PAN,cargo,cargo,cargo,FALSE
355170000,2022,ACHILLES BULKER,HPOA,9270907,PAN,cargo,cargo,cargo,FALSE
355234000,2016,NEW CENTURY 1,H9LA,9229398,PAN,cargo,cargo,cargo,FALSE
355271000,2023,ONE HONG KONG,3FKN5,9395161,PAN,cargo_or_tanker,other,other,FALSE
355271000,2023,NA,NA,NA,PAN,cargo_or_tanker,other,other,FALSE
355288000,2022,MAERSK ENSHI,3FIL,9502946,PAN,cargo,cargo,cargo,FALSE
355291000,2022,CRANE SPICA,3FEG8,9882865,PAN,cargo,cargo,cargo,FALSE
355323000,2022,PACIFIC SPIKE,3EEX6,9681998,PAN,cargo,cargo,cargo,FALSE
355323000,2022,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
355400000,2022,SAN FRANCISCO BRIDGE,3FPV6,9560364,PAN,cargo,cargo,cargo,FALSE
355400000,2023,SAN FRANCISCO BRIDGE,3FPV6,9560364,PAN,cargo,cargo,cargo,FALSE
355458000,2023,CAPE UNITY,3ENK4,9406489,PAN,cargo,cargo,cargo,FALSE
355496000,2022,NA,NA,NA,PAN,tanker,other,other,TRUE
355496000,2022,SAKURA FORTUNE,H8YS,9881172,PAN,tanker,other,other,TRUE
355557000,2023,SUZAKU,3EFH6,9317377,PAN,cargo,cargo,cargo,FALSE
355557000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
355619000,2022,PVT FLORA,3EVU7,9477517,PAN,tanker,other,other,FALSE
355623000,2022,EVER FAITH,3EVZ8,9850525,PAN,cargo,cargo,cargo,FALSE
355623000,2024,EVER FAITH,3EVZ8,9850525,PAN,cargo,cargo,cargo,FALSE
355649000,2023,GRAND MERCURY,HOOC,9247584,PAN,cargo,cargo,cargo,FALSE
355663000,2022,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
355663000,2022,ANSAC GREEN RIVER,H9DE,9810769,PAN,cargo,cargo,cargo,FALSE
355716000,2023,FEDERAL ICON,3FOC6,9908463,PAN,cargo,cargo,cargo,FALSE
355716000,2024,FEDERAL ICON,3FOC6,9908463,PAN,cargo,cargo,cargo,FALSE
355745000,2023,PRESTIGE ACE,H3NG,9213454,PAN,cargo,cargo,cargo,FALSE
355754000,2016,PEARL ACE,HOOT,9051818,PAN,cargo,cargo,cargo,FALSE
355768000,2024,MORNING CARA,3FVC2,9574092,PAN,cargo,cargo,cargo,FALSE
355768000,2024,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
355781000,2022,CORONA BRAVE,3EFH4,9277577,PAN,cargo,cargo,cargo,FALSE
355800000,2024,NEW DIRECTION,3FRY3,9622801,PAN,cargo,cargo,cargo,FALSE
356008000,2023,BRILLIANT SAKURA,HPOM,9867413,PAN,cargo,cargo,cargo,FALSE
356110000,2019,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
356110000,2019,NEW BOUNDARY,3EYA9,9690511,PAN,cargo,cargo,cargo,FALSE
356117000,2023,G.PARAGON,3FTI4,9656888,PAN,tanker,other,other,FALSE
356124000,2024,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
356124000,2024,INDIGO SW,3ECD5,9691151,PAN,cargo,cargo,cargo,FALSE
356136000,2016,MORNING CAROL,3EQI7,9336086,PAN,cargo,cargo,cargo,FALSE
356172000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
356172000,2023,PACIFIC NEXUS,3FXH8,9799733,PAN,cargo,cargo,cargo,FALSE
356296000,2022,APOLLO ENERGY,3EVD6,9827449,PAN,non_fishing,other,other,FALSE
356307000,2022,SILVER GWEN,3FJJ4,9683362,PAN,tanker,other,other,FALSE
356315000,2024,ANCASH QUEEN,3FLV4,9700809,PAN,cargo,cargo,cargo,FALSE
356407000,2022,EVER LUCKY,3FAE4,9604172,PAN,cargo,cargo,cargo,FALSE
356407000,2023,EVER LUCKY,3FAE4,9604172,PAN,cargo,cargo,cargo,FALSE
356407000,2024,EVER LUCKY,3FAE4,9604172,PAN,cargo,cargo,cargo,FALSE
356546000,2023,MARVELOUS STAR,3FUC,9864095,PAN,cargo,cargo,cargo,FALSE
356565000,2023,MOL PREMIUM,3EOJ7,9444261,PAN,cargo,cargo,cargo,FALSE
356565000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
356566000,2023,GLOBAL SAIKAI,3ELY3,9343534,PAN,cargo,cargo,cargo,FALSE
356571000,2022,ANDROMEDA LEADER,H8XD,9273909,PAN,cargo,cargo,cargo,FALSE
356581000,2022,COSCO ASIA,3ELQ8,9345403,PAN,cargo,cargo,cargo,FALSE
356581000,2023,COSCO ASIA,3ELQ8,9345403,PAN,cargo,cargo,cargo,FALSE
356623000,2022,NEW FACE,HONR,9780316,PAN,cargo,cargo,cargo,FALSE
356628000,2016,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
356628000,2016,NBA VAN DYCK,3EGB,9691565,PAN,cargo,cargo,cargo,FALSE
356668000,2024,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
356668000,2024,MEDI PORTLAND,3FQA8,9782625,PAN,cargo,cargo,cargo,FALSE
356779000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
356779000,2023,FEDERAL IBERVILLE,3EXN6,9820972,PAN,cargo,cargo,cargo,FALSE
356813000,2022,APEX VOYAGER,3FSH7,9806330,PAN,cargo,cargo,cargo,FALSE
356813000,2022,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
356813000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
356813000,2023,APEX VOYAGER,3FSH7,9806330,PAN,cargo,cargo,cargo,FALSE
356847000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
356847000,2023,ANNABEL L,3FLO6,9853711,PAN,cargo,cargo,cargo,FALSE
357053000,2023,NAVIOS STAR,3FFF2,9909065,PAN,tanker,other,other,FALSE
357053000,2023,NA,NA,NA,PAN,tanker,other,other,FALSE
357079000,2023,NEPTUNE LEADER,3FUV4,9402744,PAN,cargo,cargo,cargo,FALSE
357146000,2022,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
357146000,2022,AFRICAN PHEASANT,3FVQ2,9846330,PAN,cargo,cargo,cargo,FALSE
357180000,2022,PRT HOPE,3FZX3,9645566,PAN,cargo,cargo,cargo,FALSE
357180000,2024,PRT HOPE,3FZX3,9645566,PAN,cargo,cargo,cargo,FALSE
357247000,2023,GRAND CHOICE,3FDW9,9169316,PAN,cargo,cargo,cargo,FALSE
357247000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
357299000,2022,NA,NA,NA,PAN,tanker,other,other,FALSE
357299000,2022,AMELIA,3FPR4,9624768,PAN,tanker,other,other,FALSE
357313000,2023,CORSAIR,H3XH,9228643,PAN,cargo,cargo,cargo,FALSE
357313000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
357320000,2023,CMB CHIKAKO,3FEV8,9701190,PAN,cargo,cargo,cargo,FALSE
357364000,2023,NA,NA,NA,PAN,tanker,other,other,FALSE
357364000,2023,CHEMROAD SEA,3FHU9,9565730,PAN,tanker,other,other,FALSE
357405000,2022,MSC POH LIN,H8FC,9279977,PAN,cargo,cargo,cargo,FALSE
357417000,2024,WONDERFUL SW,H9OO,9597434,PAN,cargo,cargo,cargo,FALSE
357431000,2023,ES HONESTY,3FIR,9652325,PAN,cargo,cargo,cargo,FALSE
357441000,2023,ARGENT HIBISCUS,3FQO3,9414266,PAN,tanker,other,other,FALSE
357441000,2023,NA,NA,NA,PAN,tanker,other,other,FALSE
357460000,2019,GINGA BOBCAT,3FFZ8,9472737,PAN,tanker,other,other,FALSE
357460000,2019,NA,NA,NA,PAN,tanker,other,other,FALSE
357493000,2019,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
357493000,2019,EVER URANUS,3FCA9,9168855,PAN,cargo,cargo,cargo,FALSE
357510000,2016,COS GLORY,3FKX9,9168893,PAN,cargo_or_tanker,other,other,FALSE
357510000,2016,NA,NA,NA,PAN,cargo_or_tanker,other,other,FALSE
357682000,2024,LEO LEADER,3FQK9,9181558,PAN,cargo,cargo,cargo,FALSE
357682000,2024,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
357726000,2022,NIKKEI PROGRESSO,3EFY4,9452921,PAN,cargo,cargo,cargo,FALSE
357726000,2022,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
357758000,2023,JUNO AVENIR,3FOM2,9899399,PAN,cargo_or_reefer,other,other,FALSE
357764000,2023,AMIS MIRACLE,3EPY5,9768045,PAN,cargo,cargo,cargo,FALSE
357764000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
357802000,2023,GRAND QUEST,3FTO9,9181479,PAN,cargo,cargo,cargo,FALSE
357802000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
357835000,2023,AMSTEL LION,3EYU4,9434498,PAN,cargo,cargo,cargo,FALSE
357835000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
357841000,2022,PAN VIVA,3FDN3,9453494,PAN,cargo,cargo,cargo,FALSE
357841000,2023,PAN VIVA,3FDN3,9453494,PAN,cargo,cargo,cargo,FALSE
357899000,2016,GLOBAL SPIRIT,3FWA9,9197155,PAN,tanker,other,other,FALSE
357951000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
357951000,2023,FLYING LOONG,3FYF9,9214068,PAN,cargo,cargo,cargo,FALSE
357977000,2023,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
357977000,2023,RISING SUN,3ERF8,9700574,PAN,cargo,cargo,cargo,FALSE
357977000,2024,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
357977000,2024,RISING SUN,3ERF8,9700574,PAN,cargo,cargo,cargo,FALSE
357983000,2022,GRAND RACE,3FZH9,9184940,PAN,cargo,cargo,cargo,FALSE
357983000,2023,GRAND RACE,3FZH9,9184940,PAN,cargo,cargo,cargo,FALSE
366102000,2024,LIBERTY PROMISE,WWMZ,9448425,MHL,cargo,cargo,cargo,FALSE
366102000,2024,NA,NA,NA,MHL,cargo,cargo,cargo,FALSE
366174810,2022,MARAUDER,WAW7820,NA,USA,fishing,fishing,fishing,FALSE
366174810,2022,NA,NA,NA,USA,fishing,fishing,fishing,FALSE
366499000,2022,KATIE ANN,WASF,6931055,USA,trawlers,fishing,trawlers,FALSE
366557000,2023,MATSON ANCHORAGE,KGTX,8419142,USA,cargo_or_reefer,other,other,FALSE
366557000,2024,MATSON ANCHORAGE,KGTX,8419142,USA,cargo_or_reefer,other,other,FALSE
366563000,2023,MAHIMAHI,WHRN,7907996,USA,cargo_or_reefer,other,other,FALSE
366576000,2023,NA,NA,NA,USA,cargo,cargo,cargo,FALSE
366576000,2023,RJ PFEIFFER,WRJP,9002037,USA,cargo,cargo,cargo,FALSE
366909240,2022,CONSTELLATION(RSD),WDB5401,7827419,USA,pots_and_traps,fishing,pots_and_traps,FALSE
366909240,2022,NA,NA,NA,USA,pots_and_traps,fishing,pots_and_traps,FALSE
366946980,2023,RONDYS,WDB7717,7308255,USA,pots_and_traps,fishing,pots_and_traps,FALSE
366947000,2023,NORTHERN GLACIER,WRC6707,8225101,USA,trawlers,fishing,trawlers,FALSE
366947000,2024,NORTHERN GLACIER,WRC6707,8225101,USA,trawlers,fishing,trawlers,FALSE
366985000,2023,FISHER,NHMX,9116826,USA,non_fishing,other,other,FALSE
366988820,2022,ALEUTIAN NO.1,WDI9317,7932381,USA,fishing,fishing,fishing,FALSE
367026600,2022,OCEAN FURY,WTM8997,NA,USA,pots_and_traps,fishing,pots_and_traps,FALSE
367101660,2022,NORTHERN ENDURANCE,WDC9394,NA,USA,set_longlines,fishing,set_longlines,FALSE
367101660,2023,NORTHERN ENDURANCE,WDC9394,NA,USA,set_longlines,fishing,set_longlines,FALSE
367132820,2023,GOLDEN EAGLE,WDD3538,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
367133160,2022,TECUMSEH,WTW9257,7511503,USA,tug,other,other,FALSE
367150430,2023,KATY MARY,WCX2232,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
367309390,2019,ALICE C,WDJ9553,7047708,USA,tug,other,other,FALSE
367331480,2022,F/V OCEAN STORM,WBP 852,NA,USA,fishing,fishing,fishing,FALSE
367390380,2022,SEAFREEZE ALASKA,WDE7203,NA,USA,trawlers,fishing,trawlers,FALSE
367390380,2022,SEAFREEZE ALASKA,WDE7203,6931043,USA,trawlers,fishing,trawlers,FALSE
367390380,2023,SEAFREEZE ALASKA,WDE7203,6931043,USA,trawlers,fishing,trawlers,FALSE
367390380,2024,SEAFREEZE ALASKA,WDE7203,6931043,USA,trawlers,fishing,trawlers,FALSE
367393000,2023,NA,NA,NA,USA,tanker,other,other,FALSE
367393000,2023,MAERSK MICHIGAN,WGDW,9255244,USA,tanker,other,other,FALSE
367405340,2022,NA,NA,NA,USA,trawlers,fishing,trawlers,FALSE
367405340,2022,KAREN EVICH,WCZ2743,NA,USA,trawlers,fishing,trawlers,FALSE
367420020,2022,VUI VUI II,WDE9678,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
367420020,2023,VUI VUI II,WDE9678,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
367438000,2023,MAUNAWILI,WGEB,9268538,USA,cargo,cargo,cargo,FALSE
367577170,2023,LADY OF THE SEA,WDG8406,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
367578740,2022,PRESIDENT WILSON,WDG8555,9218686,USA,cargo,cargo,cargo,FALSE
367667630,2022,PACIFIC DRAGON,WDH9397,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
367667630,2022,PACIFIC DRAGON,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
367667630,2023,PACIFIC DRAGON,WDH9397,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
367667630,2024,PACIFIC DRAGON,WDH9397,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
367681000,2022,ALASKA TROJAN,WTS3158,7933646,USA,set_longlines,fishing,set_longlines,FALSE
367688000,2024,ALASKAN NAVIGATOR,WDC6644,9244673,USA,tanker,other,other,FALSE
367711290,2022,KAUAI,WD15708,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
367763340,2022,WINTER BAY,WDJ2953,NA,USA,fishing,fishing,fishing,FALSE
367763340,2022,NA,NA,NA,USA,fishing,fishing,fishing,FALSE
367763340,2023,WINTER BAY,WDJ2953,NA,USA,fishing,fishing,fishing,FALSE
367763340,2023,NA,NA,NA,USA,fishing,fishing,fishing,FALSE
367770520,2022,PACIFIC SOUNDER,WDJ3704,7005877,USA,pots_and_traps,fishing,pots_and_traps,FALSE
367782370,2021,OCEAN JAZZ,WDJ4909,9509970,USA,cargo,cargo,cargo,FALSE
367782370,2021,NA,NA,NA,USA,cargo,cargo,cargo,FALSE
368000007,2023,6V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000007,2023,9V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000007,2023,3V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000008,2023,8V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000008,2023,6V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000008,2023,7V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000008,2023,4V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000008,2023,3V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000009,2023,6V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000009,2023,3V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000009,2023,5V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000009,2023,4V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000009,2023,7V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368000009,2023,8V,NA,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368038750,2022,IMUA,WDK2768,8968193,USA,non_fishing,other,other,FALSE
368112890,2024,KAHANA II,WDL2528,8964903,USA,non_fishing,other,other,FALSE
368150000,2022,POLAR CLOUD,WDL5596,7367172,USA,tug,other,other,FALSE
368160000,2019,SAGAMORE,WMOJ,9322009,USA,cargo_or_reefer,other,other,FALSE
368164990,2022,ALEUTIAN ENDURANCE,WDL7952,NA,USA,set_longlines,fishing,set_longlines,FALSE
368164990,2023,ALEUTIAN ENDURANCE,WDL7952,NA,USA,set_longlines,fishing,set_longlines,FALSE
368250440,2023,KAMI M,WDM9193,NA,USA,drifting_longlines,fishing,drifting_longlines,FALSE
368272000,2022,AMERICAN DYNASTY,KZAG,7390428,USA,trawlers,fishing,trawlers,FALSE
368305000,2022,MANULANI,WECH,9273674,USA,cargo,cargo,cargo,FALSE
368305000,2023,MANULANI,WECH,9273674,USA,cargo,cargo,cargo,FALSE
368526000,2022,PATRICIA-LEE,WUV7274,7809455,USA,pots_and_traps,fishing,pots_and_traps,FALSE
369087326,2023,IMUA,WDK2768,8968193,USA,non_fishing,other,other,FALSE
369296000,2023,MANUKAI,WRGD,9244130,USA,cargo,cargo,cargo,FALSE
369326000,2022,GREEN RIDGE,WZZF,9177428,USA,cargo,cargo,cargo,FALSE
369326000,2022,NA,NA,NA,USA,cargo,cargo,cargo,FALSE
369326000,2023,NA,NA,NA,USA,cargo,cargo,cargo,FALSE
369326000,2023,GREEN RIDGE,WZZF,9177428,USA,cargo,cargo,cargo,FALSE
369339000,2022,PRESIDENT KENNEDY,WPKW,9295218,USA,cargo,cargo,cargo,FALSE
369527000,2021,NA,NA,NA,USA,cargo,cargo,cargo,FALSE
369527000,2021,GREEN LAKE,WDDI,9158288,USA,cargo,cargo,cargo,FALSE
369701000,2024,MIDNIGHT SUN,WAHG,9232278,USA,cargo_or_reefer,other,other,FALSE
369751000,2022,PRESIDENTFDROOSEVELT,WROT,9400069,USA,cargo,cargo,cargo,FALSE
369751000,2024,PRESIDENTFDROOSEVELT,WROT,9400069,USA,cargo,cargo,cargo,FALSE
370034000,2023,PACIFIC OPAL,H8BV,9820685,PAN,cargo_or_tanker,other,other,FALSE
370034000,2023,NA,NA,NA,PAN,cargo_or_tanker,other,other,FALSE
370109000,2024,PADIAN 3,3FQZ7,9162435,PAN,cargo,cargo,cargo,FALSE
