ssvid,year,shipname,callsign,imo,gfw_best_flag,best_vessel_class,prod_shiptype,prod_geartype,noisy_vessel
100902447,2023,1,NA,NA,NA,drifting_longlines,fishing,drifting_longlines,FALSE
109050289,2023,GRP BUOY 18         ,BO12345,NA,NA,dredge_non_fishing,other,other,FALSE
168800123,2019,FC166-04,11.8V,NA,NA,gear,discrepancy,inconclusive,FALSE
168800123,2019,FC166-04,12.4V,NA,NA,gear,discrepancy,inconclusive,FALSE
168800123,2019,FC166-04,10.7V,NA,NA,gear,discrepancy,inconclusive,FALSE
168800123,2019,FC166-04,12.0V,NA,NA,gear,discrepancy,inconclusive,FALSE
168800123,2019,FC166-04,12.2V,NA,NA,gear,discrepancy,inconclusive,FALSE
168800123,2019,FC166-04,12.1V,NA,NA,gear,discrepancy,inconclusive,FALSE
168800123,2019,FC166-04,10.8V,NA,NA,gear,discrepancy,inconclusive,FALSE
168800123,2019,FC166-04,NA,NA,NA,gear,discrepancy,inconclusive,FALSE
168800124,2019,FC166-05,11.6V,NA,NA,fishing,fishing,fishing,FALSE
168800124,2019,FC166-05,11.3V,NA,NA,fishing,fishing,fishing,FALSE
168800124,2019,FC166-05,10.9V,NA,NA,fishing,fishing,fishing,FALSE
168800124,2019,FC166-05,12.1V,NA,NA,fishing,fishing,fishing,FALSE
168800124,2019,FC166-05,11.8V,NA,NA,fishing,fishing,fishing,FALSE
168800124,2019,NA,NA,NA,NA,fishing,fishing,fishing,FALSE
168800124,2019,FC166-05,10.7V,NA,NA,fishing,fishing,fishing,FALSE
168800124,2019,FC166-05,NA,NA,NA,fishing,fishing,fishing,FALSE
168800124,2019,FC166-05,11.9V,NA,NA,fishing,fishing,fishing,FALSE
168800124,2019,FC166-05,11.2V,NA,NA,fishing,fishing,fishing,FALSE
168800124,2019,FC166-05,11.7V,NA,NA,fishing,fishing,fishing,FALSE
200021400,2023,NA,NA,NA,NA,drifting_longlines,fishing,drifting_longlines,FALSE
205097000,2023,FLANDERS INNOVATION,ONKT,9897547,BEL,tanker,other,other,FALSE
205717000,2024,LA TONDA,ONIY,9748485,BEL,cargo,cargo,cargo,FALSE
205763000,2023,ARAFURA,ONJV,9728708,BEL,tanker,other,other,FALSE
209243000,2022,PLATANOS,5BGU3,9592135,CYP,cargo,cargo,cargo,FALSE
209287000,2024,MY VISION,5BAB5,9729324,CYP,cargo,cargo,cargo,FALSE
209447000,2022,ADRIATICA GRAECA,P3HM9,9229635,CYP,cargo,cargo,cargo,FALSE
209736000,2023,LEM GERANIUM,5BJP5,9845790,CYP,cargo,cargo,cargo,FALSE
209748000,2024,NECKLACE,5BSN3,9548225,CYP,cargo,cargo,cargo,FALSE
209756000,2024,PANAGIA STENION,5BSR3,9592020,CYP,cargo,cargo,cargo,FALSE
209888000,2023,CAPE ALTIUS,5BLF5,9848730,CYP,cargo,cargo,cargo,FALSE
210063000,2023,NA,NA,NA,CYP,tanker,other,other,FALSE
210063000,2023,SUMMIT AFRICA,5BUH2,9550709,CYP,tanker,other,other,FALSE
210185000,2024,NA,NA,NA,CYP,cargo,cargo,cargo,FALSE
210185000,2024,ATLANTIS TRADE,5BTY3,9620994,CYP,cargo,cargo,cargo,FALSE
210266000,2023,KOULITSA 2,5BVK5,9639684,CYP,cargo,cargo,cargo,FALSE
210469000,2022,LITO,5BAU6,9337092,CYP,cargo_or_reefer,other,other,FALSE
210469000,2023,LITO,5BAU6,9337092,CYP,cargo_or_reefer,other,other,FALSE
210470000,2023,CLIMATE RESPECT,5BAW6,9932737,CYP,cargo,cargo,cargo,FALSE
210526000,2023,CLIMATE ETHICS,5BCP6,9942225,CYP,cargo,cargo,cargo,FALSE
210737000,2024,ANASTASIA,C4FP2,9292618,CYP,cargo,cargo,cargo,FALSE
210737000,2024,NA,NA,NA,CYP,cargo,cargo,cargo,FALSE
210786000,2023,UBC TOKYO,C4DT2,9300752,CYP,cargo,cargo,cargo,FALSE
210933000,2024,NA,NA,NA,CYP,cargo,cargo,cargo,FALSE
210933000,2024,NICOLEMY,5BAE4,9613094,CYP,cargo,cargo,cargo,FALSE
211577000,2023,SVENJA,DIJA2,9458901,DEU,cargo,cargo,cargo,TRUE
212089000,2024,SUCCESSOR,C4SZ2,9321158,CYP,cargo,cargo,cargo,FALSE
212089000,2024,NA,NA,NA,CYP,cargo,cargo,cargo,FALSE
212273000,2023,PANAYIOTA K,5BYU2,9455856,MHL,cargo,cargo,cargo,FALSE
212656000,2024,PANAGIA THALASSINI,5BNP4,9730335,CYP,tanker,other,other,FALSE
212719000,2024,TROODOS SUN,5BKB4,9698238,CYP,cargo,cargo,cargo,FALSE
212790000,2019,CSL ATLANTIC,5BVK4,9289544,DEU,cargo,cargo,cargo,FALSE
212790000,2019,NA,NA,NA,DEU,cargo,cargo,cargo,FALSE
212790000,2022,CSL ATLANTIC,5BVK4,9289544,DEU,cargo,cargo,cargo,FALSE
212951000,2023,ANIKITOS,5BHP4,9430806,CYP,cargo,cargo,cargo,FALSE
212972000,2023,ANDROMEDA,5BJD4,9705110,CYP,cargo,cargo,cargo,FALSE
215131000,2022,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
215131000,2022,CMA CGM LYRA,9HA4972,9410806,MLT,cargo,cargo,cargo,FALSE
215131000,2024,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
215131000,2024,CMA CGM LYRA,9HA4972,9410806,MLT,cargo,cargo,cargo,FALSE
215137000,2023,NA,NA,NA,MLT,cargo_or_tanker,other,other,FALSE
215137000,2023,CMA CGM J. MADISON,9HA4975,9780897,MLT,cargo_or_tanker,other,other,FALSE
215159000,2023,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
215159000,2023,CMA CGM SWORDFISH,9HA4988,9331000,MLT,cargo,cargo,cargo,FALSE
215164000,2022,CMA CGM ANDROMEDA,9HA4989,9410727,MLT,cargo_or_tanker,other,other,FALSE
215165000,2023,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
215165000,2023,CMA CGM VIRGINIA,9HA4990,9351139,MLT,cargo,cargo,cargo,FALSE
215175000,2022,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
215175000,2022,CMA CGM BLUE WHALE,9HA4994,9317963,MLT,cargo,cargo,cargo,FALSE
215175000,2023,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
215175000,2023,CMA CGM BLUE WHALE,9HA4994,9317963,MLT,cargo,cargo,cargo,FALSE
215183000,2023,CMA CGM NEW JERSEY,9HA4998,9351141,MLT,cargo,cargo,cargo,FALSE
215197000,2022,CMA CGM G.WASHINGTON,9HA5003,9780847,MLT,cargo,cargo,cargo,FALSE
215240000,2022,CMA CGM GEORGIA,9HA5027,9351127,MLT,cargo,cargo,cargo,FALSE
215331000,2022,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
215331000,2022,CMA CGM ARGENTINA,9HA5066,9839909,MLT,cargo,cargo,cargo,FALSE
215347000,2023,CMA CGM PANAMA,9HA5074,9839923,MLT,cargo,cargo,cargo,FALSE
215352000,2023,CMA CGM BRAZIL,9HA5075,9860245,MLT,cargo,cargo,cargo,FALSE
215352000,2024,CMA CGM BRAZIL,9HA5075,9860245,MLT,cargo,cargo,cargo,FALSE
215485000,2023,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
215485000,2023,CMA CGM ATTILA,9HA2742,9433793,MLT,cargo,cargo,cargo,FALSE
215577000,2022,CMA CGM ALASKA,9HA5189,9469572,MLT,cargo,cargo,cargo,FALSE
215577000,2023,CMA CGM ALASKA,9HA5189,9469572,MLT,cargo,cargo,cargo,FALSE
215658000,2023,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
215658000,2023,PS FRAMURA,9HA5232,9691395,MLT,cargo,cargo,cargo,FALSE
215684000,2023,HELLAS ATHINA,9HA5245,9872999,MLT,tanker,other,other,FALSE
215693000,2022,JS INEOS DOLPHIN,9HA5249,9799381,MLT,tanker,other,other,FALSE
215737000,2023,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
215737000,2023,MILAGRO,9HTD9,9465708,MLT,cargo,cargo,cargo,FALSE
215849000,2024,AGIOS MAKARIOS,9HA5331,9474709,MLT,cargo,cargo,cargo,FALSE
215853000,2022,ALAMEDA,9HDG8,9228174,MLT,cargo,cargo,cargo,FALSE
215853000,2022,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
215876000,2023,SEBRING,9HA5344,9434321,MLT,cargo,cargo,cargo,FALSE
215930000,2023,CMA CGM LAPEROUSE,9HA5377,9454412,MLT,cargo,cargo,cargo,FALSE
215965000,2023,CMA CGM C COLOMB,9HA5397,9453559,MLT,cargo,cargo,cargo,FALSE
215992000,2022,CMA CGM AMERIGO VESP,9HA5406,9454395,MLT,cargo,cargo,cargo,FALSE
215992000,2023,CMA CGM AMERIGO VESP,9HA5406,9454395,MLT,cargo,cargo,cargo,FALSE
218352000,2019,BUDAPEST EXPRESS,DGWE2,9450430,DEU,cargo,cargo,cargo,FALSE
218400000,2016,MSC LA SPEZIA,DIGX2,9461403,DEU,cargo,cargo,cargo,TRUE
218400000,2016,MADELEINE,NA,NA,DEU,cargo,cargo,cargo,TRUE
218400000,2016,NA,NA,NA,DEU,cargo,cargo,cargo,TRUE
218400000,2016,OOCL-NEW-YORK,NA,NA,DEU,cargo,cargo,cargo,TRUE
218400000,2023,MSC LA SPEZIA,DIGX2,9461403,DEU,cargo,cargo,cargo,FALSE
218400000,2023,NA,NA,NA,DEU,cargo,cargo,cargo,FALSE
218427000,2023,SHANGHAI EXPRESS,DJBF2,9501368,DEU,cargo,cargo,cargo,FALSE
218441000,2022,MSC LIVORNO,DIGY2,9461427,DEU,cargo,cargo,cargo,FALSE
218441000,2023,MSC LIVORNO,DIGY2,9461427,DEU,cargo,cargo,cargo,FALSE
218474000,2022,ESSEN EXPRESS,DCQP2,9501370,DEU,cargo,cargo,cargo,FALSE
218474000,2023,ESSEN EXPRESS,DCQP2,9501370,DEU,cargo,cargo,cargo,FALSE
218650000,2023,ZIM NEWARK,DFDG2,9290555,DEU,cargo,cargo,cargo,FALSE
218776000,2022,NEW YORK EXPRESS,DIXJ2,9501332,DEU,cargo,cargo,cargo,FALSE
218819000,2023,MSC GENOVA,DIDK2,9461386,DEU,cargo,cargo,cargo,FALSE
219014000,2024,TORM LOUISE,OWEG2,9392482,DNK,tanker,other,other,FALSE
219027000,2023,MAERSK EINDHOVEN,OXFG2,9456771,DNK,cargo,cargo,cargo,FALSE
219031419,2023,A.P. MOLLER,OUMQ2,9214898,DNK,cargo,cargo,cargo,FALSE
219031426,2023,CARSTEN MAERSK,OUMN2,9219795,DNK,cargo,cargo,cargo,FALSE
219031427,2023,NA,NA,NA,DNK,cargo,cargo,cargo,FALSE
219031427,2023,CORNELIUS MAERSK,OUMO2,9198587,DNK,cargo,cargo,cargo,FALSE
219033000,2023,MAERSK EDINBURGH,OXLT2,9456757,DNK,non_fishing,other,other,FALSE
219071000,2023,SANTA URSULA,OXBD2,9430387,DEU,cargo,cargo,cargo,FALSE
219130000,2023,RHONE MAERSK,OXGX2,9457000,DNK,cargo_or_tanker,other,other,FALSE
219130000,2023,NA,NA,NA,DNK,cargo_or_tanker,other,other,FALSE
219145000,2023,SVENDBORG MAERSK,OZSK2,9146467,DNK,cargo,cargo,cargo,FALSE
219155000,2023,MAERSK EVORA,OXVS2,9458080,DNK,cargo,cargo,cargo,FALSE
219198000,2024,MAERSK ELBA,OYHL2,9458078,DNK,cargo,cargo,cargo,FALSE
219227000,2022,TORM TORINO,OYWZ2,9712321,DNK,tanker,other,other,FALSE
219231000,2022,MAERSK SAVANNAH,OZDQ2,9352028,DNK,cargo,cargo,cargo,FALSE
219254000,2022,TORM SINGAPORE,OYVD2,9434230,DNK,tanker,other,other,FALSE
219324000,2023,SALLY MAERSK,OZHS2,9120865,DNK,cargo,cargo,cargo,FALSE
219486000,2023,NAVIGARE GENEROSA,OUMR2,9726061,DNK,tanker,other,other,FALSE
219542000,2024,MAERSK LABERINTO,OZJF2,9526978,DNK,cargo,cargo,cargo,FALSE
219603000,2023,NORD SUSTAINABLE,OWPD2,9692143,DNK,tanker,other,other,FALSE
219791000,2016,AOTEA MAERSK,OYJS2,9166778,DNK,cargo,cargo,cargo,FALSE
219821000,2023,SKAGEN MAERSK,OYOS2,9166792,DNK,cargo,cargo,cargo,FALSE
219821000,2023,NA,NA,NA,DNK,cargo,cargo,cargo,FALSE
219982000,2022,JOHANNES MAERSK,OWFD2,9215189,DNK,cargo,cargo,cargo,FALSE
220059000,2023,NA,NA,NA,DNK,cargo,cargo,cargo,FALSE
220059000,2023,CHARLOTTE MAERSK,OWLD2,9245744,DNK,cargo,cargo,cargo,FALSE
220164000,2023,CLEMENTINE MAERSK,OUQK2,9245770,DNK,cargo,cargo,cargo,FALSE
220216000,2024,OLIVIA MAERSK,OXKO2,9251638,DNK,cargo,cargo,cargo,FALSE
220263000,2023,NA,NA,NA,DNK,cargo,cargo,cargo,FALSE
220263000,2023,ALBERT MAERSK,OUOW2,9260469,DNK,cargo,cargo,cargo,FALSE
220414000,2022,GJERTRUD MAERSK,OYGH2,9320233,DNK,cargo,cargo,cargo,FALSE
220414000,2022,NA,NA,NA,DNK,cargo,cargo,cargo,FALSE
220415000,2022,GERD MAERSK,OYGM2,9320245,DNK,cargo,cargo,cargo,FALSE
220584000,2022,MAERSK TRADER,OXRO2,9388596,DNK,non_fishing,other,other,FALSE
220590000,2022,MAERSK TENDER,OYGS2,9388651,DNK,non_fishing,other,other,FALSE
220590000,2022,NA,NA,NA,DNK,non_fishing,other,other,FALSE
224152000,2023,NA,NA,NA,ESP,tanker,other,other,FALSE
224152000,2023,MADRID SPIRIT,ECFM,9259276,ESP,tanker,other,other,FALSE
228342900,2023,CMA CGM MEDEA,FMFR,9299800,FRA,cargo,cargo,cargo,FALSE
228354600,2023,NA,NA,NA,FRA,cargo,cargo,cargo,FALSE
228354600,2023,CMA CGM RIGOLETTO,FMHR,9299654,FRA,cargo,cargo,cargo,FALSE
228409900,2023,CMA CGM KIMBERLEY,FMPR,9894973,FRA,cargo,cargo,cargo,FALSE
228410600,2024,CMA CGM EVERGLADE,FMPS,9894985,FRA,cargo,cargo,cargo,FALSE
229125000,2023,TRANSATLANTIC,9HA3088,9597238,MLT,cargo,cargo,cargo,FALSE
229125000,2023,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
229263000,2022,ETOILE,9HA3184,9301469,DEU,cargo,cargo,cargo,TRUE
229283000,2023,SANTORINI,9HA3201,9609122,MLT,cargo,cargo,cargo,FALSE
229402000,2023,CEPOLIS,9HA5486,9590905,MLT,cargo,cargo,cargo,FALSE
229454000,2021,CMA CGM HERMES,9HA5498,9882499,MLT,cargo,cargo,cargo,FALSE
229457000,2022,CMA CGM VELA,9HA5500,9354923,MLT,cargo,cargo,cargo,FALSE
229457000,2022,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
229458000,2023,VALOR,9HA3347,9628154,MLT,cargo,cargo,cargo,FALSE
229464000,2024,CMA CGM INTEGRITY,9HA5503,9897781,MLT,cargo,cargo,cargo,FALSE
229465000,2022,CMA CGM LIBERTY,9HA5504,9897793,MLT,cargo,cargo,cargo,FALSE
229465000,2023,CMA CGM LIBERTY,9HA5504,9897793,MLT,cargo,cargo,cargo,FALSE
229528000,2023,CMA CGM BALBOA,9HA5511,9344655,MLT,cargo,cargo,cargo,FALSE
229533000,2019,LA RICHARDAIS,9HA3385,9646900,MLT,cargo,cargo,cargo,FALSE
229582000,2022,PALU LNG,9HA3423,9636735,MLT,tanker,other,other,FALSE
229585000,2022,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
229585000,2022,NAOMI,9HA5524,9750971,MLT,cargo,cargo,cargo,FALSE
229592000,2022,CMA CGM OSIRIS,9HA5531,9882504,MLT,non_fishing,other,other,FALSE
229598000,2022,VANTAGE,9HA3435,9628192,MLT,cargo,cargo,cargo,FALSE
229598000,2022,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
229598000,2023,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
229598000,2023,VANTAGE,9HA3435,9628192,MLT,cargo,cargo,cargo,FALSE
229603000,2022,KIRAN ISTANBUL,9HA3439,9576973,MLT,cargo,cargo,cargo,FALSE
229622000,2024,MSC TRIESTE,9HA3459,9484479,MLT,cargo,cargo,cargo,FALSE
229631000,2023,NA,NA,NA,MLT,tanker,other,other,FALSE
229631000,2023,CIELO DI NEW YORK,9HA3466,9669665,MLT,tanker,other,other,FALSE
229639000,2023,CMA CGM NEVADA,9HA3474,9471408,MLT,cargo,cargo,cargo,FALSE
229650000,2023,BULK LAMBERT,9HA5543,9457555,MLT,non_fishing,other,other,FALSE
229697000,2023,HAKO,9HA3527,9691814,MLT,cargo,cargo,cargo,FALSE
229752000,2023,CMA CGM ADONIS,9HA5583,9882528,MLT,cargo,cargo,cargo,FALSE
229778000,2024,CMA CGM ARCTIC,9HA5601,9867841,MLT,tanker,other,other,FALSE
229779000,2024,CMA CGM SYMI,9HA5600,9867839,MLT,cargo,cargo,cargo,FALSE
229988000,2022,CMA CGM TAGE,9HA3777,9674555,MLT,cargo,cargo,cargo,FALSE
229988000,2023,CMA CGM TAGE,9HA3777,9674555,MLT,cargo,cargo,cargo,FALSE
232003788,2024,BW MAGELLAN,MADV5,9735036,IMN,tanker,other,other,FALSE
232008553,2024,SARAH,MBDY9,9771016,IMN,cargo,cargo,cargo,FALSE
232012242,2023,SCARLETT MANX,MCDK6,9801718,IMN,cargo,cargo,cargo,FALSE
232013527,2022,HELLESPONT PROGRESS,MCMC4,9351426,DEU,tanker,other,other,FALSE
232024771,2022,HYUNDAI SATURN,MGGA2,9725146,GBR,cargo,cargo,cargo,FALSE
232024771,2024,HYUNDAI SATURN,MGGA2,9725146,GBR,cargo,cargo,cargo,FALSE
232024772,2024,HYUNDAI EARTH,MGGA4,9725110,GBR,cargo,cargo,cargo,FALSE
232024772,2024,NA,NA,NA,GBR,cargo,cargo,cargo,FALSE
232027170,2024,ERIN MANX,MHDO3,9801744,GBR,cargo,cargo,cargo,FALSE
232027637,2023,CONCORDIA,MHIK4,9313292,GBR,cargo,cargo,cargo,FALSE
232035614,2023,MV IRON DUKE,MJBQ2,9577422,GBR,cargo,cargo,cargo,FALSE
232043372,2024,MAERSK CANYON,MMBS2,9924235,GBR,cargo,cargo,cargo,FALSE
235009850,2023,EVER SIGMA,MKKZ7,9300398,GBR,cargo,cargo,cargo,FALSE
235009850,2023,NA,NA,NA,GBR,cargo,cargo,cargo,FALSE
235010440,2022,XIAMEN,MLCA2,9318151,GBR,cargo,cargo,cargo,FALSE
235010450,2019,EVER SMART,MLBD9,9300403,GBR,cargo,cargo,cargo,FALSE
235010450,2024,EVER SMART,MLBD9,9300403,GBR,cargo,cargo,cargo,FALSE
235065043,2016,NA,NA,NA,GBR,cargo,cargo,cargo,FALSE
235065043,2016,CMA CGM VIRGINIA,2BCY3,9351139,GBR,cargo,cargo,cargo,FALSE
235077448,2016,NA,NA,NA,GBR,cargo,cargo,cargo,FALSE
235077448,2016,CMA CGM COLUMBA,2DBC9,9410789,GBR,cargo,cargo,cargo,FALSE
235080906,2016,CMA CGM LYRA,2DPF8,9410806,GBR,cargo,cargo,cargo,FALSE
235082896,2022,EDISON,2DXY2,9463011,LBR,cargo,cargo,cargo,FALSE
235082896,2023,EDISON,2DXY2,9463011,LBR,cargo,cargo,cargo,FALSE
235084298,2023,ERVING,2EDZ5,9463023,LBR,cargo,cargo,cargo,FALSE
235092545,2023,CERINTHUS,2FMT4,9596301,IMN,cargo,cargo,cargo,FALSE
235093618,2023,EVER LASTING,2FRK7,9595450,GBR,cargo,cargo,cargo,FALSE
235102679,2023,EVER LISSOME,2HDG3,9629079,GBR,cargo,cargo,cargo,FALSE
235106302,2023,BW ARIES,2HSO5,9701786,IMN,tanker,other,other,FALSE
235106302,2023,NA,NA,NA,IMN,tanker,other,other,FALSE
235111639,2023,BW LIBRA,2IPF6,9719496,IMN,tanker,other,other,FALSE
235115994,2023,CAPE OWL,2JHQ2,9729219,GBR,cargo,cargo,cargo,FALSE
235335000,2023,NA,NA,NA,GBR,cargo,cargo,cargo,TRUE
235335000,2023,EVER EAGLE,ZNZH6,9241310,GBR,cargo,cargo,cargo,TRUE
235414000,2022,EVER ENVOY,VSQL9,9241308,GBR,cargo,cargo,cargo,FALSE
235414000,2023,EVER ENVOY,VSQL9,9241308,GBR,cargo,cargo,cargo,FALSE
236111618,2022,NA,NA,NA,GIB,cargo,cargo,cargo,FALSE
236111618,2022,MONZA EXPRESS,ZDJO7,9451719,GIB,cargo,cargo,cargo,FALSE
236111886,2023,PAGANELLA,ZDNC7,9427926,GIB,cargo,cargo,cargo,FALSE
236723000,2019,SEASTAR VENTURE,ZDRC6,9612155,GIB,cargo,cargo,cargo,FALSE
241287000,2023,NA,NA,NA,GRC,tanker,other,other,FALSE
241287000,2023,MARAN GAS DELPHI,SVBW3,9633173,GRC,tanker,other,other,FALSE
241334000,2023,SAMOS WARRIOR,SVCA2,9579626,GRC,cargo,cargo,cargo,FALSE
241396000,2016,NA,NA,NA,GRC,tanker,other,other,FALSE
241396000,2016,ANTIGONE,SVCG4,9709075,GRC,tanker,other,other,FALSE
241429000,2023,MARAN VENTURE,SVCJ4,9703239,GRC,cargo,cargo,cargo,FALSE
241625000,2024,ALPHA PRIDE,SVDB4,9827528,GRC,cargo,cargo,cargo,FALSE
241632000,2023,SEA DOLPHIN,SVDC2,9807229,GRC,tanker,other,other,FALSE
241640000,2022,DESERT DIGNITY,SVDC8,9791901,GRC,cargo,cargo,cargo,FALSE
241746000,2023,MARAN GAS AMORGOS,SVDK8,9887217,GRC,tanker,other,other,FALSE
241821000,2023,DESERT FAITH,SVDR2,9942067,GRC,cargo,cargo,cargo,FALSE
244117000,2024,PAUWGRACHT,PCCI,9448308,NLD,cargo,cargo,cargo,FALSE
244160000,2023,PARKGRACHT,PCOW,9424546,NLD,cargo,cargo,cargo,FALSE
244810054,2022,JUMBO KINETIC,PCFO,9634165,NLD,cargo,cargo,cargo,FALSE
244810443,2023,EEMSLIFT DAFNE,PCXF,9671448,NLD,cargo,cargo,cargo,FALSE
244830430,2023,BIGLIFT BARENTSZ,PCPC,9710464,NLD,cargo,cargo,cargo,FALSE
245299000,2023,ATLANTICBORG,PCEC,9466350,NLD,cargo,cargo,cargo,TRUE
246830000,2022,ALAMOSBORG,PCMV,9466348,NLD,cargo,cargo,cargo,TRUE
246887000,2024,THAMESBORG,PCRE,9546459,NLD,cargo,cargo,cargo,FALSE
246887000,2024,NA,NA,NA,NLD,cargo,cargo,cargo,FALSE
247186500,2023,NA,NA,NA,SWE,cargo,cargo,cargo,FALSE
247186500,2023,GRANDE SICILIA,ICCQ,9312092,SWE,cargo,cargo,cargo,FALSE
247186500,2024,GRANDE SICILIA,ICCQ,9312092,SWE,cargo,cargo,cargo,FALSE
247186500,2024,NA,NA,NA,SWE,cargo,cargo,cargo,FALSE
247190800,2016,ITAL LIRICA,ICEI,9322487,IMN,cargo,cargo,cargo,FALSE
247270700,2019,NA,NA,NA,PAN,cargo,cargo,cargo,FALSE
247270700,2019,MEDI HONG KONG,IBMX,9301043,PAN,cargo,cargo,cargo,FALSE
248013000,2022,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
248013000,2022,CMA CGM PEGASUS,9HA2126,9399210,MLT,cargo,cargo,cargo,FALSE
248030000,2022,CMA CGM CARL ANTOINE,9HA4484,9729087,MLT,cargo,cargo,cargo,FALSE
248134000,2023,MARIPERLA,9HA2198,9447017,PAN,cargo,cargo,cargo,FALSE
248185000,2019,ZOGRAFIA,9HA2233,9486013,MLT,cargo,cargo,cargo,FALSE
248185000,2019,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
248238000,2023,NASAKA,9HA4572,9602423,MLT,cargo,cargo,cargo,FALSE
248264000,2022,TUGELA,9HA2292,9505065,MLT,cargo,cargo,cargo,FALSE
248294000,2019,PANTARISTE,9HA4599,9233739,MLT,tanker,other,other,FALSE
248294000,2019,TK VENICE,9HYT5,8511794,MLT,tanker,other,other,FALSE
248462000,2022,ELIZABETH II,9HA4663,9374076,MLT,cargo,cargo,cargo,FALSE
248534000,2024,ND PISTIS,9HA4695,9727431,MLT,cargo,cargo,cargo,FALSE
248699000,2024,APL FLORIDA,9HA4766,9350032,MLT,cargo,cargo,cargo,FALSE
248917000,2024,TOLEDO,9HA4861,9293624,MLT,cargo,cargo,cargo,FALSE
248917000,2024,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
248923000,2023,TORRENS,9HA4865,9293612,GBR,cargo,cargo,cargo,FALSE
248924000,2022,TORONTO,9HA4866,9302205,MLT,cargo,cargo,cargo,FALSE
248943000,2023,COTINGA,9HA4876,9786011,MLT,cargo,cargo,cargo,FALSE
248959000,2023,NA,NA,NA,MLT,tanker,other,other,FALSE
248959000,2023,HAFNIA HONG KONG,9HA4886,9830288,MLT,tanker,other,other,FALSE
249029000,2022,PETANI,9HIO9,9363065,MLT,cargo,cargo,cargo,FALSE
249029000,2022,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
249167000,2024,CMA CGM OHIO,9HA4132,9722687,MLT,cargo,cargo,cargo,FALSE
249194000,2022,NA,NA,NA,MLT,cargo,cargo,cargo,FALSE
249194000,2022,ALONISSOS,9HA4145,9566916,MLT,cargo,cargo,cargo,FALSE
249364000,2023,FORTE,9HA4216,9592848,MLT,cargo,cargo,cargo,FALSE
249515000,2023,TRITON,9HA4272,9728916,MLT,cargo,cargo,cargo,FALSE
249737000,2022,HELLAS SERENITY,9HZF9,9354624,MLT,tanker,other,other,FALSE
249758000,2019,TOMBARRA,9HA4367,9319753,MLT,cargo,cargo,cargo,FALSE
249769000,2023,TALOS,9HA4371,9728930,MLT,cargo,cargo,cargo,FALSE
249830000,2024,ZIM LUANDA,9HA2029,9403229,CYP,cargo,cargo,cargo,FALSE
249836000,2023,NA,NA,NA,MLT,tanker,other,other,FALSE
249836000,2023,HAFNIA MIKALA,9HA4395,9732709,MLT,tanker,other,other,FALSE
253246000,2023,MEDI ROMA,LXMR,9789908,LUX,cargo,cargo,cargo,FALSE
255801360,2023,ATALANTA,CQNF,9726566,PRT,non_fishing,other,other,FALSE
255803680,2024,MSC BRIDGEPORT,CQRK,9243409,PRT,cargo,cargo,cargo,FALSE
255805380,2016,CAROLINE OLDENDORFF,CQLW,8900517,PRT,cargo,cargo,cargo,FALSE
255805550,2024,AFRICAN WIND,CQIA,9423633,PRT,cargo,cargo,cargo,FALSE
255805584,2023,NA,NA,NA,PRT,cargo,cargo,cargo,FALSE
255805584,2023,NORTHERN VOLITION,CQHI,9304978,PRT,cargo,cargo,cargo,FALSE
255805866,2022,MSC ELMA,CQZM,9735218,PRT,cargo,cargo,cargo,FALSE
255806053,2022,ELLA,CQIS3,9259379,PRT,cargo,cargo,cargo,FALSE
255806053,2022,NA,NA,NA,PRT,cargo,cargo,cargo,FALSE
255806202,2023,UHL FOCUS,CQAK8,9813230,PRT,cargo,cargo,cargo,FALSE
255806223,2023,SCHELDE CONFIDENCE,CQAN5,9589762,PRT,cargo,cargo,cargo,FALSE
255806304,2023,NORTHERN MONUMENT,CQAX6,9252577,PRT,cargo,cargo,cargo,FALSE
255806323,2022,DIETRICH OLDENDORFF,CQAZ9,9860350,PRT,cargo,cargo,cargo,FALSE
255806340,2023,MSC VIRGO,CQEB9,9857171,PRT,cargo,cargo,cargo,FALSE
255806434,2023,MSC ABIDJAN,CQEN7,9618264,PRT,cargo,cargo,cargo,FALSE
255806449,2023,RIO CHARLESTON,CQEP6,9362449,PRT,cargo,cargo,cargo,FALSE
